,ORG,PER,LOC,DATE
bam,0.9553574323654175,0.9518526792526245,0.9334970712661743,0.9610974788665771
bbj,0.9714604616165161,0.9683631658554077,0.9031426310539246,0.9541126489639282
ewe,0.9802275896072388,0.9732893705368042,0.9529163241386414,0.9499664902687073
fon,0.9750359058380127,0.9681954979896545,0.9223415851593018,0.9570154547691345
hau,0.9622265696525574,0.9687233567237854,0.8985726237297058,0.9381217956542969
ibo,0.9847525954246521,0.966675341129303,0.9325518012046814,0.9797556400299072
kin,0.9836927652359009,0.9700522422790527,0.9659338593482971,0.9659535884857178
lug,0.9492056965827942,0.9902583956718445,0.9605652689933777,0.9514310956001282
luo,0.9735187292098999,0.9699883460998535,0.9532794952392578,0.9719114303588867
mos,0.9770225286483765,0.9699969291687012,0.9316338300704956,0.92937833070755
nya,0.982546865940094,0.9728884696960449,0.9489217400550842,0.9591701626777649
pcm,0.9572684168815613,0.9788221716880798,0.9489505290985107,0.9010097980499268
sna,0.9796896576881409,0.9761359095573425,0.9510589838027954,0.9674512147903442
swa,0.958621084690094,0.9786844253540039,0.9598641991615295,0.9008622765541077
tsn,0.9664055705070496,0.9770641326904297,0.9478619694709778,0.9666808843612671
twi,0.9862826466560364,0.9729045033454895,0.9591150879859924,0.9703998565673828
wol,0.9726513028144836,0.9665815234184265,0.9361096024513245,0.9730139970779419
xho,0.9696933031082153,0.9647737145423889,0.9349133968353271,0.9687569737434387
yor,0.9759877920150757,0.9555378556251526,0.9069477915763855,0.9621109366416931
zul,0.9812291860580444,0.9701562523841858,0.9440513849258423,0.9662742614746094
