,ORG,PER,LOC,DATE
bam,0.9595144987106323,0.95586097240448,0.9403195977210999,0.9615768194198608
bbj,0.9739720225334167,0.97132807970047,0.9104158878326416,0.9576231241226196
ewe,0.9810770750045776,0.977847695350647,0.9594385027885437,0.9509730935096741
fon,0.977335512638092,0.9707952737808228,0.9285714626312256,0.9562633037567139
hau,0.9669674634933472,0.9713717699050903,0.9124650359153748,0.9290022253990173
ibo,0.9854646921157837,0.9692647457122803,0.9388196468353271,0.9771904349327087
kin,0.9842742085456848,0.9721949696540833,0.9709862470626831,0.9638640880584717
lug,0.9487945437431335,0.9925554394721985,0.9674156308174133,0.9544481039047241
luo,0.9752061367034912,0.9745484590530396,0.9584039449691772,0.9725329279899597
mos,0.977990984916687,0.9718634486198425,0.9372525215148926,0.943171501159668
nya,0.9842798709869385,0.9752992391586304,0.9559903740882874,0.9590750336647034
pcm,0.9636178016662598,0.9826163053512573,0.9566043615341187,0.9100499749183655
sna,0.9823535680770874,0.9794365167617798,0.9597834944725037,0.9665995240211487
swa,0.9618718028068542,0.9806039333343506,0.9650565981864929,0.9102979898452759
tsn,0.9701984524726868,0.9806815385818481,0.9552285075187683,0.967914342880249
twi,0.9870044589042664,0.9750460386276245,0.9641549587249756,0.967926561832428
wol,0.9744319319725037,0.968553900718689,0.9466251730918884,0.9692068099975586
xho,0.9710309505462646,0.9664662480354309,0.9429234862327576,0.9663811922073364
yor,0.9733485579490662,0.9582769274711609,0.9187729954719543,0.9611617922782898
zul,0.9828034043312073,0.9715503454208374,0.9527071118354797,0.9646666049957275
