,PER,LOC,ORG,DATE,SWD_mean
bam,0.014492079189949436,0.016531818144358112,0.016304521153870155,0.015151578390032228,0.015619999219552483
bbj,0.011769224901399866,0.023118431883631274,0.015452377987458021,0.018030836292382446,0.017092717766217902
ewe,0.012782740464899689,0.01333097926726623,0.011402190699300263,0.021118856624525506,0.014658691763997922
fon,0.012730125414236682,0.017554317348185577,0.012290964565181639,0.018968779194437957,0.015386046630510464
hau,0.01232049695954629,0.019070657612246578,0.013988078251713887,0.011410348965910089,0.01419739544735421
ibo,0.011929711817174393,0.015513625829044031,0.009765427696038387,0.011385013478502515,0.012148444705189831
kin,0.01304851442364452,0.01192877824723837,0.010183886901359074,0.01181770357379719,0.011744720786509788
lug,0.006708889689434727,0.012960277299498557,0.01417748427229526,0.014059494003959117,0.011976536316296915
luo,0.012602889333720668,0.013348594773560762,0.01204158373275277,0.01272601552955166,0.012679770842396465
mos,0.013320974931048113,0.01728571367857512,0.012366566598757345,0.021510261904040817,0.01612087927810535
nya,0.012453647601432749,0.013983355863274483,0.009827826615946833,0.01293157617237739,0.012299101563257864
pcm,0.01152523987184395,0.013646711587171012,0.012262148626177805,0.01993554045111523,0.014342410134077
sna,0.011114493911918544,0.015064307988723158,0.011229091158384108,0.012452013240363158,0.012464976574847242
swa,0.011287783820080222,0.010957840981973277,0.012809708789063734,0.016303853613862884,0.01283979680124503
tsn,0.013549577493904508,0.01515193603336229,0.010389169193331327,0.012673741429352958,0.01294110603748777
twi,0.010508971390663646,0.01252843848487828,0.008756905691370775,0.014906917457665259,0.01167530825614449
wol,0.012324450740379689,0.016782579805294517,0.012118978111175238,0.012215750447467144,0.013360439776079147
xho,0.013665401313119219,0.019235610008763615,0.01242384965007659,0.01205849608140852,0.014345839263341986
yor,0.017631890490520163,0.02333421261573676,0.014938367288777954,0.018834832541870128,0.01868482573422625
zul,0.014591531360565568,0.01654692512784095,0.01146277762200043,0.012931268704051035,0.013883125703614496
