,DATE,ORG,LOC,PER,Mean
lug,,0.8658217191696167,,0.5740285515785217,0.8345581654991422
kin,,0.7889118194580078,,,0.7889118194580078
tsn,,0.7520447969436646,0.8045539855957031,,0.7782993912696838
nya,,0.7771530151367188,,,0.7771530151367188
ibo,,0.7238126397132874,0.8106319904327393,,0.7672223150730133
sna,,,0.79930579662323,0.47006314992904663,0.7640297987631389
wol,,0.7566236853599548,,,0.7566236853599548
bam,,0.7550884485244751,,,0.7550884485244751
mos,,0.7639802098274231,,0.5319836735725403,0.7391234380858285
pcm,,,0.7249719500541687,0.561985433101654,0.7075091089521136
luo,,0.7143246531486511,,0.6360923051834106,0.7059426158666611
ewe,,0.7210284471511841,,0.5687975883483887,0.7047179979937417
bbj,,0.703384518623352,,,0.703384518623352
xho,,,0.7105487585067749,0.6032204627990723,0.6990492982523782
zul,,,0.6922930479049683,,0.6922930479049683
hau,,0.6789411306381226,,0.6308631896972656,0.6737899226801736
twi,,,,0.6543439626693726,0.6543439626693726
yor,,0.707796573638916,0.5835960507392883,,0.6456963121891022
swa,,,,0.6370849609375,0.6370849609375
fon,,,,0.524169385433197,0.524169385433197
