model,config,layer,layer_mean_cosine_over_languages
mbert,use0_use0_con0_max250_bat32,1,0.8078372991395397
mbert,use0_use0_con0_max250_bat32,2,0.8262510355619955
mbert,use0_use0_con0_max250_bat32,3,0.8845632671632666
mbert,use0_use0_con0_max250_bat32,4,0.9071949064427397
mbert,use0_use0_con0_max250_bat32,5,0.9322832148524121
mbert,use0_use0_con0_max250_bat32,6,0.9485262070678575
mbert,use0_use0_con0_max250_bat32,7,0.93291264423589
mbert,use0_use0_con0_max250_bat32,8,0.9310298091257627
mbert,use0_use0_con0_max250_bat32,9,0.9485712649671874
mbert,use0_use0_con0_max250_bat32,10,0.9592089511441543
mbert,use0_use0_con0_max250_bat32,11,0.9614242556673565
mbert,use0_use0_con0_max250_bat32,12,0.8065164597308474
mbert,use0_use0_con0_max250_bat32,ALL,0.9038599429249174
mbert,use0_use0_con0_max250_bat64,1,0.8106745070308096
mbert,use0_use0_con0_max250_bat64,2,0.8254423128321731
mbert,use0_use0_con0_max250_bat64,3,0.8821971514910365
mbert,use0_use0_con0_max250_bat64,4,0.9065348630545286
mbert,use0_use0_con0_max250_bat64,5,0.9288426960668719
mbert,use0_use0_con0_max250_bat64,6,0.9348246292728695
mbert,use0_use0_con0_max250_bat64,7,0.9145381325060639
mbert,use0_use0_con0_max250_bat64,8,0.9122502791133421
mbert,use0_use0_con0_max250_bat64,9,0.9346153348719971
mbert,use0_use0_con0_max250_bat64,10,0.94718879463714
mbert,use0_use0_con0_max250_bat64,11,0.9516654954688251
mbert,use0_use0_con0_max250_bat64,12,0.7706732112665826
mbert,use0_use0_con0_max250_bat64,ALL,0.8932872839676868
mbert,use0_use0_con0_max500_bat32,1,0.8233643304991427
mbert,use0_use0_con0_max500_bat32,2,0.8414889666244164
mbert,use0_use0_con0_max500_bat32,3,0.8949848353650325
mbert,use0_use0_con0_max500_bat32,4,0.9165951181402351
mbert,use0_use0_con0_max500_bat32,5,0.9397163737674985
mbert,use0_use0_con0_max500_bat32,6,0.954601303225376
mbert,use0_use0_con0_max500_bat32,7,0.9408332281993967
mbert,use0_use0_con0_max500_bat32,8,0.9399205883026427
mbert,use0_use0_con0_max500_bat32,9,0.9566501992096608
mbert,use0_use0_con0_max500_bat32,10,0.9662084573212137
mbert,use0_use0_con0_max500_bat32,11,0.9691952559337059
mbert,use0_use0_con0_max500_bat32,12,0.8439876957802694
mbert,use0_use0_con0_max500_bat32,ALL,0.9156288626973824
mbert,use0_use0_con0_max500_bat64,1,0.8237687803947384
mbert,use0_use0_con0_max500_bat64,2,0.8415410364013338
mbert,use0_use0_con0_max500_bat64,3,0.8945348341992203
mbert,use0_use0_con0_max500_bat64,4,0.9160260004915797
mbert,use0_use0_con0_max500_bat64,5,0.939135237883252
mbert,use0_use0_con0_max500_bat64,6,0.9542617207286979
mbert,use0_use0_con0_max500_bat64,7,0.9402659108473312
mbert,use0_use0_con0_max500_bat64,8,0.9399409935678941
mbert,use0_use0_con0_max500_bat64,9,0.9554412626476502
mbert,use0_use0_con0_max500_bat64,10,0.9649580260650958
mbert,use0_use0_con0_max500_bat64,11,0.9678944790659306
mbert,use0_use0_con0_max500_bat64,12,0.8105060424297692
mbert,use0_use0_con0_max500_bat64,ALL,0.9123561937268745
mbert,use0_use0_con2_max250_bat32,1,0.8078372991395397
mbert,use0_use0_con2_max250_bat32,2,0.8262510355619955
mbert,use0_use0_con2_max250_bat32,3,0.8845632671632666
mbert,use0_use0_con2_max250_bat32,4,0.9071949064427397
mbert,use0_use0_con2_max250_bat32,5,0.9322832148524121
mbert,use0_use0_con2_max250_bat32,6,0.9485262070678575
mbert,use0_use0_con2_max250_bat32,7,0.93291264423589
mbert,use0_use0_con2_max250_bat32,8,0.9310298091257627
mbert,use0_use0_con2_max250_bat32,9,0.9485712649671874
mbert,use0_use0_con2_max250_bat32,10,0.9592089511441543
mbert,use0_use0_con2_max250_bat32,11,0.9614242556673565
mbert,use0_use0_con2_max250_bat32,12,0.8065164597308474
mbert,use0_use0_con2_max250_bat32,ALL,0.9038599429249174
mbert,use0_use0_con2_max250_bat64,1,0.8106745070308096
mbert,use0_use0_con2_max250_bat64,2,0.8254423128321731
mbert,use0_use0_con2_max250_bat64,3,0.8821971514910365
mbert,use0_use0_con2_max250_bat64,4,0.9065348630545286
mbert,use0_use0_con2_max250_bat64,5,0.9288426960668719
mbert,use0_use0_con2_max250_bat64,6,0.9348246292728695
mbert,use0_use0_con2_max250_bat64,7,0.9145381325060639
mbert,use0_use0_con2_max250_bat64,8,0.9122502791133421
mbert,use0_use0_con2_max250_bat64,9,0.9346153348719971
mbert,use0_use0_con2_max250_bat64,10,0.94718879463714
mbert,use0_use0_con2_max250_bat64,11,0.9516654954688251
mbert,use0_use0_con2_max250_bat64,12,0.7706732112665826
mbert,use0_use0_con2_max250_bat64,ALL,0.8932872839676868
mbert,use0_use0_con2_max500_bat32,1,0.8233643304991427
mbert,use0_use0_con2_max500_bat32,2,0.8414889666244164
mbert,use0_use0_con2_max500_bat32,3,0.8949848353650325
mbert,use0_use0_con2_max500_bat32,4,0.9165951181402351
mbert,use0_use0_con2_max500_bat32,5,0.9397163737674985
mbert,use0_use0_con2_max500_bat32,6,0.954601303225376
mbert,use0_use0_con2_max500_bat32,7,0.9408332281993967
mbert,use0_use0_con2_max500_bat32,8,0.9399205883026427
mbert,use0_use0_con2_max500_bat32,9,0.9566501992096608
mbert,use0_use0_con2_max500_bat32,10,0.9662084573212137
mbert,use0_use0_con2_max500_bat32,11,0.9691952559337059
mbert,use0_use0_con2_max500_bat32,12,0.8439876957802694
mbert,use0_use0_con2_max500_bat32,ALL,0.9156288626973824
mbert,use0_use0_con2_max500_bat64,1,0.8237687803947384
mbert,use0_use0_con2_max500_bat64,2,0.8415410364013338
mbert,use0_use0_con2_max500_bat64,3,0.8945348341992203
mbert,use0_use0_con2_max500_bat64,4,0.9160260004915797
mbert,use0_use0_con2_max500_bat64,5,0.939135237883252
mbert,use0_use0_con2_max500_bat64,6,0.9542617207286979
mbert,use0_use0_con2_max500_bat64,7,0.9402659108473312
mbert,use0_use0_con2_max500_bat64,8,0.9399409935678941
mbert,use0_use0_con2_max500_bat64,9,0.9554412626476502
mbert,use0_use0_con2_max500_bat64,10,0.9649580260650958
mbert,use0_use0_con2_max500_bat64,11,0.9678944790659306
mbert,use0_use0_con2_max500_bat64,12,0.8105060424297692
mbert,use0_use0_con2_max500_bat64,ALL,0.9123561937268745
mbert,use0_use0_con4_max250_bat32,1,0.8078372991395397
mbert,use0_use0_con4_max250_bat32,2,0.8262510355619955
mbert,use0_use0_con4_max250_bat32,3,0.8845632671632666
mbert,use0_use0_con4_max250_bat32,4,0.9071949064427397
mbert,use0_use0_con4_max250_bat32,5,0.9322832148524121
mbert,use0_use0_con4_max250_bat32,6,0.9485262070678575
mbert,use0_use0_con4_max250_bat32,7,0.93291264423589
mbert,use0_use0_con4_max250_bat32,8,0.9310298091257627
mbert,use0_use0_con4_max250_bat32,9,0.9485712649671874
mbert,use0_use0_con4_max250_bat32,10,0.9592089511441543
mbert,use0_use0_con4_max250_bat32,11,0.9614242556673565
mbert,use0_use0_con4_max250_bat32,12,0.8065164597308474
mbert,use0_use0_con4_max250_bat32,ALL,0.9038599429249174
mbert,use0_use0_con4_max250_bat64,1,0.8106745070308096
mbert,use0_use0_con4_max250_bat64,2,0.8254423128321731
mbert,use0_use0_con4_max250_bat64,3,0.8821971514910365
mbert,use0_use0_con4_max250_bat64,4,0.9065348630545286
mbert,use0_use0_con4_max250_bat64,5,0.9288426960668719
mbert,use0_use0_con4_max250_bat64,6,0.9348246292728695
mbert,use0_use0_con4_max250_bat64,7,0.9145381325060639
mbert,use0_use0_con4_max250_bat64,8,0.9122502791133421
mbert,use0_use0_con4_max250_bat64,9,0.9346153348719971
mbert,use0_use0_con4_max250_bat64,10,0.94718879463714
mbert,use0_use0_con4_max250_bat64,11,0.9516654954688251
mbert,use0_use0_con4_max250_bat64,12,0.7706732112665826
mbert,use0_use0_con4_max250_bat64,ALL,0.8932872839676868
mbert,use0_use0_con4_max500_bat32,1,0.8233643304991427
mbert,use0_use0_con4_max500_bat32,2,0.8414889666244164
mbert,use0_use0_con4_max500_bat32,3,0.8949848353650325
mbert,use0_use0_con4_max500_bat32,4,0.9165951181402351
mbert,use0_use0_con4_max500_bat32,5,0.9397163737674985
mbert,use0_use0_con4_max500_bat32,6,0.954601303225376
mbert,use0_use0_con4_max500_bat32,7,0.9408332281993967
mbert,use0_use0_con4_max500_bat32,8,0.9399205883026427
mbert,use0_use0_con4_max500_bat32,9,0.9566501992096608
mbert,use0_use0_con4_max500_bat32,10,0.9662084573212137
mbert,use0_use0_con4_max500_bat32,11,0.9691952559337059
mbert,use0_use0_con4_max500_bat32,12,0.8439876957802694
mbert,use0_use0_con4_max500_bat32,ALL,0.9156288626973824
mbert,use0_use0_con4_max500_bat64,1,0.8237687803947384
mbert,use0_use0_con4_max500_bat64,2,0.8415410364013338
mbert,use0_use0_con4_max500_bat64,3,0.8945348341992203
mbert,use0_use0_con4_max500_bat64,4,0.9160260004915797
mbert,use0_use0_con4_max500_bat64,5,0.939135237883252
mbert,use0_use0_con4_max500_bat64,6,0.9542617207286979
mbert,use0_use0_con4_max500_bat64,7,0.9402659108473312
mbert,use0_use0_con4_max500_bat64,8,0.9399409935678941
mbert,use0_use0_con4_max500_bat64,9,0.9554412626476502
mbert,use0_use0_con4_max500_bat64,10,0.9649580260650958
mbert,use0_use0_con4_max500_bat64,11,0.9678944790659306
mbert,use0_use0_con4_max500_bat64,12,0.8105060424297692
mbert,use0_use0_con4_max500_bat64,ALL,0.9123561937268745
mbert,use0_use1_con0_max250_bat32,1,0.8078372991395397
mbert,use0_use1_con0_max250_bat32,2,0.8262510355619955
mbert,use0_use1_con0_max250_bat32,3,0.8845632671632666
mbert,use0_use1_con0_max250_bat32,4,0.9071949064427397
mbert,use0_use1_con0_max250_bat32,5,0.9322832148524121
mbert,use0_use1_con0_max250_bat32,6,0.9485262070678575
mbert,use0_use1_con0_max250_bat32,7,0.93291264423589
mbert,use0_use1_con0_max250_bat32,8,0.9310298091257627
mbert,use0_use1_con0_max250_bat32,9,0.9485712649671874
mbert,use0_use1_con0_max250_bat32,10,0.9592089511441543
mbert,use0_use1_con0_max250_bat32,11,0.9614242556673565
mbert,use0_use1_con0_max250_bat32,12,0.8065164597308474
mbert,use0_use1_con0_max250_bat32,ALL,0.9038599429249174
mbert,use0_use1_con0_max250_bat64,1,0.8106745070308096
mbert,use0_use1_con0_max250_bat64,2,0.8254423128321731
mbert,use0_use1_con0_max250_bat64,3,0.8821971514910365
mbert,use0_use1_con0_max250_bat64,4,0.9065348630545286
mbert,use0_use1_con0_max250_bat64,5,0.9288426960668719
mbert,use0_use1_con0_max250_bat64,6,0.9348246292728695
mbert,use0_use1_con0_max250_bat64,7,0.9145381325060639
mbert,use0_use1_con0_max250_bat64,8,0.9122502791133421
mbert,use0_use1_con0_max250_bat64,9,0.9346153348719971
mbert,use0_use1_con0_max250_bat64,10,0.94718879463714
mbert,use0_use1_con0_max250_bat64,11,0.9516654954688251
mbert,use0_use1_con0_max250_bat64,12,0.7706732112665826
mbert,use0_use1_con0_max250_bat64,ALL,0.8932872839676868
mbert,use0_use1_con0_max500_bat32,1,0.8233643304991427
mbert,use0_use1_con0_max500_bat32,2,0.8414889666244164
mbert,use0_use1_con0_max500_bat32,3,0.8949848353650325
mbert,use0_use1_con0_max500_bat32,4,0.9165951181402351
mbert,use0_use1_con0_max500_bat32,5,0.9397163737674985
mbert,use0_use1_con0_max500_bat32,6,0.954601303225376
mbert,use0_use1_con0_max500_bat32,7,0.9408332281993967
mbert,use0_use1_con0_max500_bat32,8,0.9399205883026427
mbert,use0_use1_con0_max500_bat32,9,0.9566501992096608
mbert,use0_use1_con0_max500_bat32,10,0.9662084573212137
mbert,use0_use1_con0_max500_bat32,11,0.9691952559337059
mbert,use0_use1_con0_max500_bat32,12,0.8439876957802694
mbert,use0_use1_con0_max500_bat32,ALL,0.9156288626973824
mbert,use0_use1_con0_max500_bat64,1,0.8237687803947384
mbert,use0_use1_con0_max500_bat64,2,0.8415410364013338
mbert,use0_use1_con0_max500_bat64,3,0.8945348341992203
mbert,use0_use1_con0_max500_bat64,4,0.9160260004915797
mbert,use0_use1_con0_max500_bat64,5,0.939135237883252
mbert,use0_use1_con0_max500_bat64,6,0.9542617207286979
mbert,use0_use1_con0_max500_bat64,7,0.9402659108473312
mbert,use0_use1_con0_max500_bat64,8,0.9399409935678941
mbert,use0_use1_con0_max500_bat64,9,0.9554412626476502
mbert,use0_use1_con0_max500_bat64,10,0.9649580260650958
mbert,use0_use1_con0_max500_bat64,11,0.9678944790659306
mbert,use0_use1_con0_max500_bat64,12,0.8105060424297692
mbert,use0_use1_con0_max500_bat64,ALL,0.9123561937268745
mbert,use0_use1_con2_max250_bat32,1,0.7024779487457076
mbert,use0_use1_con2_max250_bat32,2,0.7332630049963982
