,ORG,PER,LOC,DATE,Mean
kin,0.9927627444267273,0.990003228187561,0.9868703484535217,0.9884376525878906,0.9895184934139252
twi,0.9936492443084717,0.9904160499572754,0.979066014289856,0.9848061800003052,0.986984372138977
luo,0.986570417881012,0.9903830289840698,0.9798372983932495,0.9869575500488281,0.9859370738267899
ibo,0.9915621280670166,0.992699921131134,0.9570386409759521,0.9901476502418518,0.9828620851039886
tsn,0.9831795692443848,0.9862355589866638,0.974216103553772,0.9869899749755859,0.9826553016901016
zul,0.9907745718955994,0.9879977107048035,0.965225338935852,0.9859563112258911,0.9824884831905365
nya,0.9917284250259399,0.9894337058067322,0.9706923365592957,0.9751895070075989,0.9817609935998917
ewe,0.9904673099517822,0.9884341955184937,0.9750159978866577,0.9705486297607422,0.981116533279419
sna,0.9847627282142639,0.987575352191925,0.9680795669555664,0.9815428853034973,0.9804901331663132
wol,0.9887881278991699,0.9881387948989868,0.9559007883071899,0.9871828556060791,0.9800026416778564
xho,0.9847269654273987,0.9862285852432251,0.9570801854133606,0.9900281429290771,0.9795159697532654
bam,0.9774584770202637,0.9897151589393616,0.9661523103713989,0.9785735011100769,0.9779748618602753
lug,0.9647148251533508,0.9941046237945557,0.9818501472473145,0.967419445514679,0.977022260427475
swa,0.976737916469574,0.9886378049850464,0.9901823401451111,0.9482620358467102,0.9759550243616104
yor,0.9908046126365662,0.982353150844574,0.9485645890235901,0.9800682067871094,0.9754476398229599
bbj,0.9886351227760315,0.9899322986602783,0.947392463684082,0.9745774269104004,0.9751343280076981
mos,0.98929363489151,0.9840169548988342,0.9621189832687378,0.9580342769622803,0.9733659625053406
fon,0.9870319366455078,0.9856003522872925,0.9521923065185547,0.9685215950012207,0.9733365476131439
pcm,0.9777954816818237,0.992978036403656,0.977752685546875,0.9445626139640808,0.9732722043991089
hau,0.9772542715072632,0.9860554933547974,0.9289703965187073,0.9660178422927856,0.9645745009183884
