,PER,LOC,ORG,DATE,Mean
lug,0.9795897,0.96740556,0.96804225,0.9239758,0.9597534
kin,0.9560095,0.9408717,0.9410006,0.9124607,0.9375856
nya,0.953391,0.90271693,0.91714936,0.90691113,0.9200421
xho,0.89448583,0.91511524,0.92845094,0.92964846,0.9169251
sna,0.90484875,0.910744,0.91623557,0.9203076,0.91303396
zul,0.9275391,0.9113408,0.900615,0.87154156,0.9027591
luo,0.9411765,0.8980589,0.89474636,0.8701098,0.90102285
tsn,0.93142736,0.85172623,0.89416385,0.8688414,0.8865397
wol,0.9036057,0.8667276,0.89594066,0.84387445,0.87753713
ibo,0.8794985,0.8864205,0.84126055,0.860329,0.86687714
hau,0.87237316,0.8489195,0.85885084,0.88735455,0.8668745
twi,0.9139799,0.84151006,0.85741514,0.814363,0.856817
bam,0.8731731,0.84224176,0.82838315,0.86030537,0.8510258
mos,0.8621851,0.79300976,0.84081495,0.8034112,0.82485527
swa,0.87840116,0.77381617,0.7990257,0.8024781,0.8134303
ewe,0.8464201,0.7929226,0.83239716,0.7788949,0.8126587
pcm,0.863015,0.764585,0.7755611,0.71810377,0.78031623
fon,0.81296575,0.7671547,0.782874,0.6999937,0.7657471
yor,0.74909353,0.72013223,0.70453596,0.7353625,0.7272811
bbj,0.7832554,0.6842841,0.7046287,0.69253933,0.71617687
