,ORG,PER,LOC,DATE,Mean
ewe,0.9988229287138009,0.9962532057742763,0.9979075944911715,0.9973874336467312,0.997592790656495
nya,0.9997977965226181,0.9987486846263369,0.9979882585989437,0.9929312543234402,0.9973664985178348
wol,0.9990881417212858,0.9967545083395093,0.9986342386648429,0.994247434561951,0.9971810808218973
tsn,0.9969453085355231,0.9969679665629374,0.9992750920605424,0.9952558873437931,0.997111063625699
sna,0.9998549369144424,0.9964061374166214,0.9977320933437138,0.9936374864769792,0.9969076635379392
bam,0.9981725183682808,0.9954160204693132,0.9970698378325891,0.9968112923428435,0.9968674172532566
hau,0.999471702299006,0.993162564365933,0.9983695090664272,0.9964271006580514,0.9968577190973543
zul,0.994442699299821,0.9985564773977815,0.99537719782952,0.999043999892497,0.996855093604905
luo,0.9995097410873337,0.9965875249366503,0.9979305214134011,0.9933329018232084,0.9968401723151483
lug,0.999811339248993,0.9955643459433078,0.9988262601919327,0.9931227164748283,0.9968311654647655
swa,0.9987175559094745,0.9968244743076359,0.9962683685365407,0.9945545103209265,0.9965912272686444
twi,0.9995076301684734,0.9955649418326067,0.9984486767135112,0.9925160459599852,0.9965093236686442
pcm,0.9994893710388201,0.996094324092323,0.996858074776805,0.9931173186671771,0.9963897721437813
yor,0.9990808683707277,0.9968577486901398,0.9951515428717191,0.9935934124631782,0.9961708930989412
kin,0.9990918426897999,0.9967620580327806,0.9967843690359934,0.9898733054761581,0.9956278938086831
fon,0.9974711223817136,0.9977697262177201,0.9975257021513512,0.9895537750585409,0.9955800814523315
ibo,0.9983585797220783,0.9951355137113477,0.9969366707373081,0.989816336429743,0.9950617751501193
mos,0.999402345708927,0.9952104969714812,0.9950018756726893,0.9900892518746224,0.9949259925569299
bbj,0.999035649605721,0.9945982324944893,0.9956739867930683,0.9901698696019183,0.9948694346237992
xho,0.986490051402327,0.9984129483004011,0.9982453354905075,0.992196274299642,0.9938361523732194
