,DATE,LOC,PER,ORG
bam,0.9828367233276367,0.982756495475769,0.9866136908531189,0.9792910814285278
bbj,0.9683728218078613,0.961194634437561,0.9787309169769287,0.9695797562599182
ewe,0.980860710144043,0.9888230562210083,0.9896636009216309,0.9874982833862305
fon,0.9647421836853027,0.9789676666259766,0.9812790751457214,0.9748687148094177
hau,0.9880321621894836,0.9890382885932922,0.9939822554588318,0.9909234642982483
ibo,0.9896816611289978,0.9891176223754883,0.9953743815422058,0.9892529249191284
kin,0.9863356351852417,0.9943233132362366,0.9971975088119507,0.9936689138412476
lug,0.9857943058013916,0.98976731300354,0.9981629252433777,0.9962361454963684
luo,0.9913005232810974,0.9918739795684814,0.9919900894165039,0.992379367351532
mos,0.9688100218772888,0.9907628297805786,0.9929885864257812,0.986638069152832
nya,0.986257791519165,0.9919887185096741,0.9970177412033081,0.9959933757781982
pcm,0.9691168665885925,0.9836200475692749,0.9872773885726929,0.9818463921546936
sna,0.9744575023651123,0.9955298900604248,0.9968510270118713,0.9930601716041565
swa,0.980689287185669,0.9689375162124634,0.9794213771820068,0.980279266834259
tsn,0.9893965721130371,0.9849146604537964,0.9953194856643677,0.9894506931304932
twi,0.9787063002586365,0.9892268776893616,0.990506649017334,0.9867406487464905
wol,0.9818110466003418,0.9852011203765869,0.9937494397163391,0.9886661171913147
xho,0.9926652908325195,0.9913936853408813,0.9894648194313049,0.9913416504859924
yor,0.9739289283752441,0.9653072357177734,0.9741027355194092,0.9801629781723022
zul,0.9878663420677185,0.9819619655609131,0.9939101934432983,0.9932970404624939
