,PER,DATE,LOC,ORG,Mean
lug,0.99982935,0.9993676,0.99959975,0.99964017,0.99960923
kin,0.9996491,0.9992237,0.9993977,0.9994448,0.9994288
nya,0.9996529,0.99934477,0.9992875,0.9993859,0.9994178
luo,0.9995643,0.9992179,0.99926406,0.9992636,0.9993274
sna,0.9993216,0.99930936,0.9993225,0.99934113,0.9993236
tsn,0.99952203,0.99916255,0.9988067,0.9992913,0.9991957
wol,0.9992964,0.9988869,0.9988636,0.99908644,0.99903333
zul,0.99919623,0.9986451,0.9989867,0.99895656,0.9989462
ibo,0.99880624,0.9986405,0.9988105,0.99835736,0.99865365
ewe,0.9988109,0.9981398,0.9983722,0.9986149,0.9984844
bam,0.99877894,0.9987323,0.99829006,0.99810183,0.9984758
twi,0.9988517,0.9980408,0.99835473,0.9984781,0.9984313
pcm,0.9991947,0.997662,0.99834156,0.99840003,0.99839956
xho,0.9991862,0.9976057,0.99845475,0.99813145,0.99834454
mos,0.9987572,0.9978862,0.99810004,0.998514,0.9983143
hau,0.9989262,0.996976,0.9982134,0.99781936,0.9979838
yor,0.9981637,0.9976369,0.99763185,0.9978183,0.9978127
swa,0.99855334,0.9971776,0.99689865,0.99768203,0.9975779
bbj,0.99820465,0.99674445,0.9967519,0.9970641,0.9971913
fon,0.9978918,0.99617237,0.9965059,0.9975918,0.99704045
