,DATE,LOC,ORG,PER,Mean
lug,0.999908564369542,0.9999509343960152,0.9999215860435012,0.9999481734857321,0.9999323145736976
kin,0.9998778183144216,0.9998901824047575,0.9999408440849781,0.9999477156408489,0.9999141401112515
nya,0.9998779559301599,0.999794371025637,0.999977726178494,0.9999785834606145,0.9999071591487264
twi,0.9997108048586767,0.9999366423992367,0.9999576175477154,0.9999754695145557,0.9998951335800461
swa,0.9997345738827378,0.9999612746994732,0.9999393187022758,0.9999402452043324,0.9998938531222048
luo,0.9999122270632439,0.9998539792783271,0.9999114113809049,0.999819673843846,0.9998743228915805
ibo,0.9999255697929311,0.9996178251053711,0.9999589678971774,0.9999325002893541,0.9998587157712084
tsn,0.9998552127758042,0.9997736808787385,0.9999461593157614,0.9998310520882955,0.9998515262646499
bam,0.9998620462955101,0.9996545161646987,0.9999407100945764,0.9999389043668263,0.9998490442304029
fon,0.9998775601906077,0.9996668659138477,0.9998657816066752,0.9999693814439307,0.9998448972887654
zul,0.9999478012064186,0.9995266074051451,0.9999661041369368,0.9999183791418511,0.9998397229725879
mos,0.9996855196610493,0.9997238633433962,0.9999537782745749,0.999956539896552,0.999829925293893
yor,0.999870507926153,0.9995849046096779,0.9999534714970685,0.9998961877044408,0.999826267934335
wol,0.9998666725791242,0.999533591123684,0.9999547618276753,0.999945848923005,0.9998252186133721
pcm,0.9993516946545543,0.9999418484912497,0.9999248521082373,0.9999582572962373,0.9997941631375697
hau,0.9999110760985862,0.9992927795423289,0.9997396119511012,0.9999865122140567,0.9997324949515183
sna,0.999948486710215,0.9991378656574323,0.9998377030143245,0.9999630791491403,0.999721783632778
xho,0.9999410603671672,0.9988666785236247,0.9999043538115644,0.9999245321554081,0.9996591562144411
bbj,0.9986567293666858,0.9995333595017396,0.9996970604965439,0.9999489765346039,0.9994590314748932
ewe,0.9977460582657887,0.9999418103182725,0.9999156184781401,0.9999560172835094,0.9993898760864276
