,DATE,PER,ORG,LOC,Mean
lug,0.6669879,0.6244432,0.7246243,0.74223286,0.68957204
kin,0.66841483,0.616136,0.69353354,0.72571206,0.6759491
nya,0.66551256,0.61970717,0.69304746,0.7058627,0.6710325
sna,0.67690104,0.61466974,0.68353784,0.6954295,0.66763455
xho,0.6829645,0.58853143,0.68311685,0.6860068,0.6601549
tsn,0.65710145,0.6108384,0.67566764,0.66178834,0.65134895
zul,0.6494607,0.61070085,0.6495889,0.677983,0.6469334
luo,0.6408508,0.606526,0.6527493,0.67381376,0.64348495
wol,0.6254683,0.604025,0.64783126,0.64890707,0.63155794
hau,0.6525646,0.60024655,0.6372278,0.6335132,0.63088804
ibo,0.60846865,0.5978757,0.6254515,0.65394354,0.62143487
swa,0.61790574,0.5972535,0.62394595,0.6263129,0.6163545
bam,0.63668954,0.587173,0.6032625,0.61163366,0.6096897
twi,0.59636045,0.5826611,0.636359,0.61987007,0.6088127
ewe,0.61018825,0.57845193,0.6182787,0.6128082,0.6049318
mos,0.60545874,0.59380025,0.6217767,0.5876592,0.60217375
yor,0.57611614,0.56885755,0.58632433,0.5856203,0.5792296
pcm,0.56239676,0.56805277,0.58992076,0.5769167,0.57432175
fon,0.52496344,0.5618815,0.5770076,0.57152694,0.55884486
bbj,0.54688555,0.5483125,0.5419766,0.5156799,0.5382136
