,PER,ORG,LOC,DATE,Mean
lug,0.9434985757309119,0.8476131222048492,0.9041129340996856,0.9200427750698945,0.9038168517763353
nya,0.9293093214527441,0.8965425361968706,0.8777173875247378,0.8326331789414565,0.8840506060289524
kin,0.8673228789120309,0.8597832896614049,0.9012512656977979,0.892828868218817,0.8802965756225126
twi,0.8933744389465373,0.8681475522794617,0.8698095698262901,0.8336956527318773,0.8662568034460416
sna,0.8921459639004713,0.8352915845937633,0.8192689194365584,0.8972835942458492,0.8609975155441606
luo,0.8832853507442371,0.8285247350486643,0.8758989154366953,0.8361070272871517,0.8559540071291871
hau,0.8853334007218797,0.8721237444466987,0.8037381645968571,0.8518213287101859,0.8532541596189054
zul,0.8387521932850552,0.8555514913395301,0.8195377053390913,0.8841905083653758,0.8495079745822631
swa,0.9008285329002663,0.8498650628752876,0.866365985018708,0.7799856679309859,0.849261312181312
ibo,0.8801138890872956,0.7862670570536233,0.8428298679058583,0.8767697410668769,0.8464951387784134
tsn,0.8559096821034742,0.8212742215078676,0.7444245500008997,0.8756205865841186,0.8243072600490899
wol,0.8626059085472277,0.8302139250496503,0.7788924836511284,0.8046715959186516,0.8190959782916646
bam,0.8577396555641156,0.7453209318761963,0.8475989980499943,0.8125168628988289,0.8157941120972837
xho,0.7401419626661533,0.8069745569336367,0.7721575489725874,0.9105398209452091,0.8074534723793966
mos,0.827604747474575,0.7776433254068352,0.7882352232761156,0.7301237105702445,0.7809017516819425
fon,0.8098768504679889,0.8064013474816574,0.7723437968751056,0.685511217164098,0.7685333029972126
ewe,0.8480692886472944,0.7717959863503269,0.7517562701913039,0.697933187329703,0.767388683129657
pcm,0.8877450640439628,0.7384786647027058,0.768828685489929,0.5737872576528663,0.742209917972366
bbj,0.8338223335242877,0.7449857394321086,0.6538906065925935,0.6657801886805526,0.7246197170573856
yor,0.7273397242169174,0.7524448982165485,0.6732685379194099,0.7210855462814308,0.7185346766585766
