,DATE,LOC,PER,ORG
bam,0.9298563599586487,0.903666615486145,0.9330836534500122,0.8083794713020325
bbj,0.849232017993927,0.7670329213142395,0.9376605153083801,0.8962119817733765
ewe,0.8233837485313416,0.8858107924461365,0.9437018036842346,0.9276058077812195
fon,0.8749183416366577,0.8614809513092041,0.9267886281013489,0.9059433341026306
hau,0.9381325840950012,0.8709399700164795,0.949736475944519,0.9500392079353333
ibo,0.9625294804573059,0.8873101472854614,0.9434494376182556,0.9423774480819702
kin,0.948405921459198,0.9594765901565552,0.9506522417068481,0.9606467485427856
lug,0.9173572659492493,0.93464195728302,0.9789184927940369,0.9475023150444031
luo,0.947227418422699,0.9369374513626099,0.9366212487220764,0.9369550943374634
mos,0.8665544390678406,0.8934474587440491,0.9397995471954346,0.9305655360221863
nya,0.932569682598114,0.9150039553642273,0.9647631049156189,0.950240433216095
pcm,0.7989585995674133,0.9072582721710205,0.9454202651977539,0.9080119132995605
sna,0.95304274559021,0.8569470643997192,0.9587472081184387,0.9496818780899048
swa,0.863842248916626,0.9099169373512268,0.9197016954421997,0.8872406482696533
tsn,0.9431133270263672,0.8964985013008118,0.9463081359863281,0.9282389283180237
twi,0.9277451634407043,0.9377577304840088,0.953977644443512,0.9615890383720398
wol,0.9328754544258118,0.8904070854187012,0.9421775341033936,0.9359961748123169
xho,0.96953946352005,0.8390002846717834,0.9117352366447449,0.9239248037338257
yor,0.8753266334533691,0.7917883396148682,0.872325599193573,0.9170885682106018
zul,0.9468937516212463,0.8746304512023926,0.9213429689407349,0.943910539150238
