,DATE,LOC,PER,ORG
bam,0.7565750479698181,0.7117158770561218,0.8425042629241943,0.7399764657020569
bbj,0.644756019115448,0.4550790786743164,0.8455117344856262,0.7404429912567139
ewe,0.5696310997009277,0.80098956823349,0.863422691822052,0.8693755269050598
fon,0.715413510799408,0.5743154883384705,0.8439295887947083,0.8185555934906006
hau,0.8550673723220825,0.6339024901390076,0.8625442981719971,0.8640721440315247
ibo,0.8917605876922607,0.7792119383811951,0.8592993021011353,0.8928467035293579
kin,0.8781638145446777,0.8857942819595337,0.863357663154602,0.9020348787307739
lug,0.8163982629776001,0.8952739238739014,0.9635635614395142,0.8526630401611328
luo,0.831127405166626,0.8466632962226868,0.8604596853256226,0.866445779800415
mos,0.5677837133407593,0.6839870810508728,0.8379048109054565,0.8152115941047668
nya,0.8253685235977173,0.7943814992904663,0.8621188402175903,0.9111238121986389
pcm,0.5294947624206543,0.8001686930656433,0.8645350337028503,0.8045375347137451
sna,0.8885284662246704,0.7182187438011169,0.8764840364456177,0.885960042476654
swa,0.7652026414871216,0.8808144927024841,0.8675636053085327,0.8413371443748474
tsn,0.8586082458496094,0.7462657690048218,0.846869170665741,0.8775375485420227
twi,0.7751010656356812,0.8325502276420593,0.88717120885849,0.9211929440498352
wol,0.8412503004074097,0.6509259939193726,0.8569572567939758,0.8577057719230652
xho,0.8946667909622192,0.6024361252784729,0.8287695646286011,0.8496995568275452
yor,0.6831104755401611,0.4567113220691681,0.6846637725830078,0.7663983106613159
zul,0.8596394658088684,0.7231607437133789,0.78264981508255,0.89774489402771
