,PER,LOC,ORG,DATE,Mean
hau,0.9984440459780418,0.998310213003764,0.99972427916492,0.9951106606843809,0.9978972997077767
ewe,0.9988515405368088,0.998068114909675,0.999408227915305,0.99403475633213,0.9975906599234797
zul,0.9978272655233692,0.9984066711860525,0.9970698676169725,0.9962292657073345,0.9973832675084321
xho,0.9976678431697563,0.9989757968816149,0.9928990316609996,0.9981628252930312,0.9969263742513506
bam,0.9989572191149289,0.9962011228165999,0.9987532626622999,0.9926228753477749,0.996633619985401
tsn,0.9992296278312564,0.9993754885240294,0.9979308787020218,0.9893392702034999,0.9964688163152018
sna,0.9990210319732828,0.9980999478509015,0.9998880427359979,0.988635105717648,0.9964110320694575
wol,0.9991356312685181,0.9995376555270153,0.999205574559822,0.9873048907642066,0.9962959380298906
swa,0.9994862432428593,0.9958804864184594,0.9993456170234352,0.9902810406004462,0.9962483468212999
yor,0.9987897563091043,0.9966371906733131,0.9995171101335109,0.9893139485071446,0.9960645014057682
twi,0.9992214058593506,0.9977186375267892,0.9997218586137682,0.9868411542163008,0.9958757640540522
nya,0.9981031983178308,0.9968273330082142,0.9998755830917154,0.9883956520079128,0.9958004416064182
lug,0.9993273834169478,0.9974316323671516,0.9998010631616253,0.9866289306834451,0.9957972524072924
pcm,0.9993320036133139,0.9958130866511599,0.9996501566981149,0.9881156763063103,0.9957277308172247
luo,0.9991071596608101,0.9963129700413745,0.9996848773479915,0.9865534818851176,0.9954146222338234
ibo,0.9991427955643547,0.9967263189177393,0.9996379931392706,0.9852337081871122,0.9951852039521192
bbj,0.9988416130806285,0.9967841757919509,0.9992561812138999,0.9855770581766279,0.9951147570657768
mos,0.9991031727491345,0.9957704160861496,0.9996180087699117,0.9853324135139964,0.9949560027797981
kin,0.999284925989859,0.9966748468294935,0.9991536856507083,0.9830236768408324,0.9945342838277234
fon,0.9968537092205448,0.9970141179356382,0.9985643147215884,0.9837087521632278,0.9940352235102498
