,LOC,ORG,PER,DATE
bam,,0.8280551433563232,,
bbj,,0.7719164490699768,,
ewe,,0.8613545894622803,0.8086901903152466,
fon,,,0.8252657055854797,
hau,,0.7077468633651733,0.8702384829521179,
ibo,0.8993975520133972,0.8131033182144165,,
kin,,0.9098946452140808,,
lug,,0.9302367568016052,0.8788208365440369,
luo,,0.8590306639671326,0.8423246145248413,
mos,,0.8416950702667236,0.8221970200538635,
nya,,0.8929035067558289,,
pcm,0.9151235818862915,,0.8380413055419922,
sna,0.8948607444763184,,0.7799930572509766,
swa,,,0.8577496409416199,
tsn,0.9164043664932251,0.8896908760070801,,
twi,,,0.8712862133979797,
wol,,0.8966615200042725,,
xho,0.8792518973350525,,0.7691262364387512,
yor,0.826824963092804,0.7653391361236572,,
zul,0.8271222114562988,,,
