,LOC,ORG,PER,DATE
bam,0.9999960064888,0.9999848008155823,0.9999976754188538,
bbj,0.9999873638153076,0.9999935030937195,0.9999967217445374,
ewe,0.9999958276748657,0.9999966621398926,0.9999974966049194,
fon,0.9999960064888,0.9999952912330627,0.9999970197677612,
hau,0.9999963045120239,0.9999977946281433,0.9999983310699463,
ibo,0.999994158744812,0.999997615814209,,
kin,0.9999896287918091,0.9999940395355225,0.9999960660934448,
lug,,0.9999975562095642,0.9999992251396179,
luo,,0.9999902248382568,0.9999964237213135,
mos,0.9999966621398926,0.9999970197677612,0.999998152256012,
nya,0.9999976754188538,0.9999951124191284,0.9999977946281433,
pcm,0.9999894499778748,0.9999915361404419,0.9999958276748657,
sna,0.9999891519546509,0.9999945759773254,0.9999964237213135,
swa,0.9999909400939941,0.9999920725822449,0.9999964833259583,
tsn,0.9999959468841553,0.9999963641166687,,
twi,0.9999962449073792,0.9999982118606567,0.9999984502792358,
wol,0.9999963641166687,0.9999951124191284,0.9999985694885254,
xho,0.9999937415122986,0.9999955296516418,0.9999971985816956,
yor,0.9999898672103882,0.9999978542327881,,
zul,0.9999856352806091,0.9999933242797852,0.9999922513961792,
