,LOC,ORG,PER,DATE
bam,0.9991699457168579,0.9971561431884766,,
bbj,0.981178343296051,0.9994020462036133,,
ewe,,0.9918769001960754,0.9799584746360779,
fon,0.9992491006851196,0.9972811341285706,0.9792824983596802,
hau,0.9955600500106812,0.9942770004272461,0.9907494187355042,
ibo,0.9870768785476685,0.9972774386405945,,
kin,0.9977316856384277,0.9839473366737366,0.9992066025733948,
lug,,0.9962572455406189,0.9987500905990601,
luo,,0.9849773049354553,0.9993545413017273,
mos,,0.9928412437438965,0.9847837090492249,
nya,0.9895015358924866,0.9955510497093201,,
pcm,0.9945299029350281,,0.9975637197494507,
sna,0.9949867725372314,,0.9979590773582458,
swa,0.9972541928291321,0.9881150126457214,0.9900498986244202,
tsn,0.9962930679321289,0.981029212474823,,
twi,0.9988999366760254,0.9997259974479675,0.9942736029624939,
wol,0.9975428581237793,0.9782177805900574,0.9991064071655273,
xho,0.9932450652122498,,0.9890211224555969,
yor,0.9891461730003357,0.9992291927337646,,
zul,0.9804659485816956,,,
