,LOC,ORG,PER,DATE
bam,,0.9817875623703003,,
bbj,0.9887862205505371,0.9908407926559448,,
ewe,,0.9876765608787537,0.991994321346283,
fon,,,0.9884026646614075,
hau,,0.9897158145904541,0.9952906966209412,
ibo,0.9905070066452026,0.989145815372467,,
kin,,0.9902848601341248,,
lug,,0.9948123097419739,0.9980852603912354,
luo,,0.9918510913848877,0.9952996373176575,
mos,,0.9921992421150208,0.9932450652122498,
nya,,0.9911388754844666,,
pcm,0.9929361343383789,,0.9925110340118408,
sna,0.9917507171630859,,0.9969397783279419,
swa,,,0.989265501499176,
tsn,0.9938932657241821,0.9746625423431396,,
twi,,,0.9969549179077148,
wol,,0.9902300238609314,,
xho,0.9904384016990662,,0.9906750917434692,
yor,0.9848753213882446,0.9905976057052612,,
zul,0.9892979860305786,,,
