,PER,LOC,DATE,ORG,Mean
lug,0.9964451,0.99974567,0.9994369,0.99941397,0.9987604
kin,0.99637634,0.9995557,0.9993023,0.99913657,0.99859273
nya,0.9962991,0.999447,0.99926186,0.99912006,0.998532
luo,0.9961485,0.99941605,0.9992378,0.99902934,0.99845797
sna,0.99555266,0.99946225,0.99935806,0.9990887,0.9983654
tsn,0.995981,0.99902046,0.9992514,0.99898416,0.99830925
wol,0.9960451,0.9992441,0.999032,0.99859005,0.99822783
zul,0.99600434,0.9990323,0.99872184,0.9984654,0.99805593
twi,0.99621636,0.9985416,0.9984885,0.99829733,0.99788594
bam,0.9958512,0.9986586,0.9988515,0.99779654,0.99778944
xho,0.99577206,0.99891233,0.9982864,0.9981537,0.99778116
ibo,0.99557364,0.99865216,0.9988376,0.9980153,0.9977697
ewe,0.9956414,0.9985039,0.99845034,0.99827147,0.9977168
pcm,0.9959048,0.99846923,0.9976944,0.998419,0.99762183
mos,0.9955606,0.9984581,0.99834657,0.9981102,0.9976189
swa,0.99615467,0.99773365,0.9977102,0.9983009,0.9974749
hau,0.9958596,0.9985662,0.9971027,0.9980961,0.9974061
yor,0.9953306,0.9979032,0.9978864,0.9973502,0.99711764
fon,0.99520427,0.99714965,0.9964786,0.9972739,0.9965266
bbj,0.99511963,0.9970914,0.99706143,0.9966883,0.99649024
