Model,CLS,CTX,HYB,Tokens,Window,Rank,Language,MeanSim,Family
mbert,true,true,false,300,2,16,mos,0.9611,Gur
mbert,true,true,false,300,2,17,yor,0.9478,Volta-Niger
mbert,true,true,false,300,2,18,pcm,0.9406,English Creole
mbert,true,true,false,300,2,19,fon,0.9255,Kwa
mbert,true,true,false,300,2,20,bbj,0.9138,Bantu
mbert,true,true,false,200,3,1,lug,0.9884,Bantu
mbert,true,true,false,200,3,2,kin,0.9869,Bantu
mbert,true,true,false,200,3,3,nya,0.9862,Bantu
mbert,true,true,false,200,3,4,sna,0.9852,Bantu
mbert,true,true,false,200,3,5,zul,0.9827,Bantu
mbert,true,true,false,200,3,6,xho,0.9822,Bantu
mbert,true,true,false,200,3,7,tsn,0.9803,Bantu
mbert,true,true,false,200,3,8,luo,0.9782,Nilotic
mbert,true,true,false,200,3,9,wol,0.976,Atlantic-Congo
mbert,true,true,false,200,3,10,hau,0.9752,Chadic
mbert,true,true,false,200,3,11,ibo,0.9715,Volta-Niger
mbert,true,true,false,200,3,12,swa,0.9689,Bantu
mbert,true,true,false,200,3,13,twi,0.9668,Kwa
mbert,true,true,false,200,3,14,bam,0.966,Mande
mbert,true,true,false,200,3,15,ewe,0.9629,Kwa
mbert,true,true,false,200,3,16,mos,0.9618,Gur
mbert,true,true,false,200,3,17,yor,0.9493,Volta-Niger
mbert,true,true,false,200,3,18,pcm,0.9447,English Creole
mbert,true,true,false,200,3,19,fon,0.9237,Kwa
mbert,true,true,false,200,3,20,bbj,0.9148,Bantu
mbert,true,true,false,300,3,1,lug,0.9884,Bantu
mbert,true,true,false,300,3,2,kin,0.986,Bantu
mbert,true,true,false,300,3,3,nya,0.9858,Bantu
mbert,true,true,false,300,3,4,sna,0.985,Bantu
mbert,true,true,false,300,3,5,tsn,0.9811,Bantu
mbert,true,true,false,300,3,6,xho,0.9809,Bantu
mbert,true,true,false,300,3,7,zul,0.9809,Bantu
mbert,true,true,false,300,3,8,luo,0.979,Nilotic
mbert,true,true,false,300,3,9,wol,0.9759,Atlantic-Congo
mbert,true,true,false,300,3,10,hau,0.9754,Chadic
mbert,true,true,false,300,3,11,ibo,0.9712,Volta-Niger
mbert,true,true,false,300,3,12,swa,0.9702,Bantu
mbert,true,true,false,300,3,13,bam,0.9658,Mande
mbert,true,true,false,300,3,14,twi,0.9656,Kwa
mbert,true,true,false,300,3,15,ewe,0.9629,Kwa
mbert,true,true,false,300,3,16,mos,0.9609,Gur
mbert,true,true,false,300,3,17,yor,0.9488,Volta-Niger
mbert,true,true,false,300,3,18,pcm,0.944,English Creole
mbert,true,true,false,300,3,19,fon,0.9267,Kwa
mbert,true,true,false,300,3,20,bbj,0.9122,Bantu
mbert,true,true,false,500,1,1,kin,0.9771,Bantu
mbert,true,true,false,500,1,2,lug,0.9763,Bantu
mbert,true,true,false,500,1,3,nya,0.9753,Bantu
mbert,true,true,false,500,1,4,sna,0.9753,Bantu
mbert,true,true,false,500,1,5,luo,0.9708,Nilotic
mbert,true,true,false,500,1,6,xho,0.9698,Bantu
mbert,true,true,false,500,1,7,hau,0.9698,Chadic
mbert,true,true,false,500,1,8,zul,0.9692,Bantu
mbert,true,true,false,500,1,9,tsn,0.9683,Bantu
mbert,true,true,false,500,1,10,wol,0.9677,Atlantic-Congo
mbert,true,true,false,500,1,11,swa,0.9671,Bantu
mbert,true,true,false,500,1,12,twi,0.967,Kwa
mbert,true,true,false,500,1,13,ibo,0.9639,Volta-Niger
mbert,true,true,false,500,1,14,bam,0.9608,Mande
mbert,true,true,false,500,1,15,mos,0.9585,Gur
mbert,true,true,false,500,1,16,ewe,0.9553,Kwa
mbert,true,true,false,500,1,17,yor,0.9432,Volta-Niger
mbert,true,true,false,500,1,18,fon,0.9376,Kwa
mbert,true,true,false,500,1,19,pcm,0.9351,English Creole
mbert,true,true,false,500,1,20,bbj,0.9136,Bantu
mbert,true,true,false,400,2,1,lug,0.9857,Bantu
mbert,true,true,false,400,2,2,kin,0.9835,Bantu
mbert,true,true,false,400,2,3,nya,0.9832,Bantu
mbert,true,true,false,400,2,4,sna,0.9826,Bantu
mbert,true,true,false,400,2,5,xho,0.9776,Bantu
mbert,true,true,false,400,2,6,zul,0.9775,Bantu
mbert,true,true,false,400,2,7,tsn,0.9773,Bantu
mbert,true,true,false,400,2,8,luo,0.9771,Nilotic
mbert,true,true,false,400,2,9,hau,0.9739,Chadic
mbert,true,true,false,400,2,10,wol,0.9735,Atlantic-Congo
mbert,true,true,false,400,2,11,swa,0.9713,Bantu
mbert,true,true,false,400,2,12,ibo,0.9692,Volta-Niger
mbert,true,true,false,400,2,13,twi,0.9673,Kwa
mbert,true,true,false,400,2,14,bam,0.966,Mande
mbert,true,true,false,400,2,15,ewe,0.9626,Kwa
mbert,true,true,false,400,2,16,mos,0.9626,Gur
mbert,true,true,false,400,2,17,yor,0.948,Volta-Niger
mbert,true,true,false,400,2,18,pcm,0.9409,English Creole
mbert,true,true,false,400,2,19,fon,0.9268,Kwa
mbert,true,true,false,400,2,20,bbj,0.909,Bantu
mbert,true,true,false,200,2,1,lug,0.9855,Bantu
mbert,true,true,false,200,2,2,kin,0.9838,Bantu
mbert,true,true,false,200,2,3,nya,0.9829,Bantu
mbert,true,true,false,200,2,4,sna,0.9822,Bantu
mbert,true,true,false,200,2,5,zul,0.9786,Bantu
mbert,true,true,false,200,2,6,xho,0.978,Bantu
mbert,true,true,false,200,2,7,tsn,0.9756,Bantu
mbert,true,true,false,200,2,8,luo,0.9754,Nilotic
mbert,true,true,false,200,2,9,wol,0.9736,Atlantic-Congo
mbert,true,true,false,200,2,10,hau,0.9732,Chadic
mbert,true,true,false,200,2,11,swa,0.9704,Bantu
mbert,true,true,false,200,2,12,ibo,0.9693,Volta-Niger
mbert,true,true,false,200,2,13,twi,0.9688,Kwa
mbert,true,true,false,200,2,14,bam,0.9661,Mande
mbert,true,true,false,200,2,15,ewe,0.9626,Kwa
mbert,true,true,false,200,2,16,mos,0.962,Gur
mbert,true,true,false,200,2,17,yor,0.9482,Volta-Niger
mbert,true,true,false,200,2,18,pcm,0.9412,English Creole
mbert,true,true,false,200,2,19,fon,0.9237,Kwa
mbert,true,true,false,200,2,20,bbj,0.9168,Bantu
mbert,false,false,false,300,1,1,kin,0.8966,Bantu
mbert,false,false,false,300,1,2,lug,0.8887,Bantu
mbert,false,false,false,300,1,3,luo,0.8863,Nilotic
mbert,false,false,false,300,1,4,twi,0.88,Kwa
mbert,false,false,false,300,1,5,swa,0.8753,Bantu
mbert,false,false,false,300,1,6,ibo,0.874,Volta-Niger
mbert,false,false,false,300,1,7,tsn,0.8638,Bantu
mbert,false,false,false,300,1,8,nya,0.8569,Bantu
mbert,false,false,false,300,1,9,wol,0.8488,Atlantic-Congo
mbert,false,false,false,300,1,10,sna,0.8433,Bantu
mbert,false,false,false,300,1,11,hau,0.8431,Chadic
mbert,false,false,false,300,1,12,fon,0.843,Kwa
mbert,false,false,false,300,1,13,bam,0.8423,Mande
mbert,false,false,false,300,1,14,ewe,0.8413,Kwa
mbert,false,false,false,300,1,15,xho,0.8403,Bantu
mbert,false,false,false,300,1,16,zul,0.8397,Bantu
mbert,false,false,false,300,1,17,pcm,0.8226,English Creole
mbert,false,false,false,300,1,18,mos,0.8114,Gur
mbert,false,false,false,300,1,19,bbj,0.7864,Bantu
mbert,false,false,false,300,1,20,yor,0.7408,Volta-Niger
mbert,false,false,false,300,0,1,kin,0.8966,Bantu
mbert,false,false,false,300,0,2,lug,0.8887,Bantu
mbert,false,false,false,300,0,3,luo,0.8863,Nilotic
mbert,false,false,false,300,0,4,twi,0.88,Kwa
mbert,false,false,false,300,0,5,swa,0.8753,Bantu
mbert,false,false,false,300,0,6,ibo,0.874,Volta-Niger
mbert,false,false,false,300,0,7,tsn,0.8638,Bantu
mbert,false,false,false,300,0,8,nya,0.8569,Bantu
mbert,false,false,false,300,0,9,wol,0.8488,Atlantic-Congo
mbert,false,false,false,300,0,10,sna,0.8433,Bantu
mbert,false,false,false,300,0,11,hau,0.8431,Chadic
mbert,false,false,false,300,0,12,fon,0.843,Kwa
mbert,false,false,false,300,0,13,bam,0.8423,Mande
mbert,false,false,false,300,0,14,ewe,0.8413,Kwa
mbert,false,false,false,300,0,15,xho,0.8403,Bantu
mbert,false,false,false,300,0,16,zul,0.8397,Bantu
mbert,false,false,false,300,0,17,pcm,0.8226,English Creole
mbert,false,false,false,300,0,18,mos,0.8114,Gur
mbert,false,false,false,300,0,19,bbj,0.7864,Bantu
mbert,false,false,false,300,0,20,yor,0.7408,Volta-Niger
mbert,false,false,false,200,1,1,kin,0.8929,Bantu
mbert,false,false,false,200,1,2,luo,0.8841,Nilotic
mbert,false,false,false,200,1,3,lug,0.8835,Bantu
mbert,false,false,false,200,1,4,ibo,0.8776,Volta-Niger
mbert,false,false,false,200,1,5,twi,0.8763,Kwa
mbert,false,false,false,200,1,6,swa,0.8755,Bantu
mbert,false,false,false,200,1,7,tsn,0.8603,Bantu
mbert,false,false,false,200,1,8,nya,0.855,Bantu
mbert,false,false,false,200,1,9,wol,0.8484,Atlantic-Congo
mbert,false,false,false,200,1,10,sna,0.8443,Bantu
mbert,false,false,false,200,1,11,xho,0.842,Bantu
mbert,false,false,false,200,1,12,bam,0.8413,Mande
mbert,false,false,false,200,1,13,fon,0.8411,Kwa
mbert,false,false,false,200,1,14,hau,0.8398,Chadic
mbert,false,false,false,200,1,15,zul,0.838,Bantu
mbert,false,false,false,200,1,16,ewe,0.835,Kwa
mbert,false,false,false,200,1,17,pcm,0.8247,English Creole
mbert,false,false,false,200,1,18,mos,0.8089,Gur
mbert,false,false,false,200,1,19,bbj,0.7817,Bantu
mbert,false,false,false,200,1,20,yor,0.7494,Volta-Niger
mbert,false,false,false,500,2,1,kin,0.8969,Bantu
mbert,false,false,false,500,2,2,lug,0.8877,Bantu
mbert,false,false,false,500,2,3,luo,0.8853,Nilotic
mbert,false,false,false,500,2,4,swa,0.8776,Bantu
mbert,false,false,false,500,2,5,twi,0.874,Kwa
mbert,false,false,false,500,2,6,ibo,0.8701,Volta-Niger
mbert,false,false,false,500,2,7,tsn,0.8621,Bantu
mbert,false,false,false,500,2,8,nya,0.853,Bantu
mbert,false,false,false,500,2,9,wol,0.8512,Atlantic-Congo
mbert,false,false,false,500,2,10,hau,0.8496,Chadic
mbert,false,false,false,500,2,11,sna,0.8488,Bantu
mbert,false,false,false,500,2,12,fon,0.848,Kwa
mbert,false,false,false,500,2,13,xho,0.8461,Bantu
mbert,false,false,false,500,2,14,zul,0.8448,Bantu
mbert,false,false,false,500,2,15,bam,0.8431,Mande
mbert,false,false,false,500,2,16,ewe,0.8419,Kwa
mbert,false,false,false,500,2,17,mos,0.8263,Gur
mbert,false,false,false,500,2,18,pcm,0.8213,English Creole
mbert,false,false,false,500,2,19,bbj,0.7886,Bantu
mbert,false,false,false,500,2,20,yor,0.7518,Volta-Niger
mbert,false,false,false,400,3,1,kin,0.8949,Bantu
mbert,false,false,false,400,3,2,lug,0.8881,Bantu
mbert,false,false,false,400,3,3,luo,0.8859,Nilotic
mbert,false,false,false,400,3,4,twi,0.8758,Kwa
mbert,false,false,false,400,3,5,swa,0.8746,Bantu
mbert,false,false,false,400,3,6,ibo,0.872,Volta-Niger
mbert,false,false,false,400,3,7,tsn,0.8687,Bantu
mbert,false,false,false,400,3,8,nya,0.8558,Bantu
mbert,false,false,false,400,3,9,sna,0.8487,Bantu
mbert,false,false,false,400,3,10,wol,0.8478,Atlantic-Congo
mbert,false,false,false,400,3,11,xho,0.8457,Bantu
mbert,false,false,false,400,3,12,fon,0.8453,Kwa
mbert,false,false,false,400,3,13,hau,0.8452,Chadic
mbert,false,false,false,400,3,14,bam,0.8435,Mande
mbert,false,false,false,400,3,15,zul,0.8421,Bantu
mbert,false,false,false,400,3,16,ewe,0.8418,Kwa
mbert,false,false,false,400,3,17,mos,0.821,Gur
mbert,false,false,false,400,3,18,pcm,0.8197,English Creole
mbert,false,false,false,400,3,19,bbj,0.7855,Bantu
mbert,false,false,false,400,3,20,yor,0.7421,Volta-Niger
mbert,false,false,false,200,0,1,kin,0.8929,Bantu
mbert,false,false,false,200,0,2,luo,0.8841,Nilotic
mbert,false,false,false,200,0,3,lug,0.8835,Bantu
mbert,false,false,false,200,0,4,ibo,0.8776,Volta-Niger
mbert,false,false,false,200,0,5,twi,0.8763,Kwa
mbert,false,false,false,200,0,6,swa,0.8755,Bantu
mbert,false,false,false,200,0,7,tsn,0.8603,Bantu
mbert,false,false,false,200,0,8,nya,0.855,Bantu
mbert,false,false,false,200,0,9,wol,0.8484,Atlantic-Congo
mbert,false,false,false,200,0,10,sna,0.8443,Bantu
mbert,false,false,false,200,0,11,xho,0.842,Bantu
mbert,false,false,false,200,0,12,bam,0.8413,Mande
mbert,false,false,false,200,0,13,fon,0.8411,Kwa
mbert,false,false,false,200,0,14,hau,0.8398,Chadic
mbert,false,false,false,200,0,15,zul,0.838,Bantu
mbert,false,false,false,200,0,16,ewe,0.835,Kwa
mbert,false,false,false,200,0,17,pcm,0.8247,English Creole
mbert,false,false,false,200,0,18,mos,0.8089,Gur
mbert,false,false,false,200,0,19,bbj,0.7817,Bantu
mbert,false,false,false,200,0,20,yor,0.7494,Volta-Niger
mbert,false,false,false,400,0,1,kin,0.8949,Bantu
mbert,false,false,false,400,0,2,lug,0.8881,Bantu
mbert,false,false,false,400,0,3,luo,0.8859,Nilotic
mbert,false,false,false,400,0,4,twi,0.8758,Kwa
mbert,false,false,false,400,0,5,swa,0.8746,Bantu
mbert,false,false,false,400,0,6,ibo,0.872,Volta-Niger
mbert,false,false,false,400,0,7,tsn,0.8687,Bantu
mbert,false,false,false,400,0,8,nya,0.8558,Bantu
mbert,false,false,false,400,0,9,sna,0.8487,Bantu
mbert,false,false,false,400,0,10,wol,0.8478,Atlantic-Congo
mbert,false,false,false,400,0,11,xho,0.8457,Bantu
mbert,false,false,false,400,0,12,fon,0.8453,Kwa
mbert,false,false,false,400,0,13,hau,0.8452,Chadic
mbert,false,false,false,400,0,14,bam,0.8435,Mande
mbert,false,false,false,400,0,15,zul,0.8421,Bantu
mbert,false,false,false,400,0,16,ewe,0.8418,Kwa
mbert,false,false,false,400,0,17,mos,0.821,Gur
mbert,false,false,false,400,0,18,pcm,0.8197,English Creole
mbert,false,false,false,400,0,19,bbj,0.7855,Bantu
mbert,false,false,false,400,0,20,yor,0.7421,Volta-Niger
mbert,false,false,false,500,3,1,kin,0.8969,Bantu
mbert,false,false,false,500,3,2,lug,0.8877,Bantu
mbert,false,false,false,500,3,3,luo,0.8853,Nilotic
mbert,false,false,false,500,3,4,swa,0.8776,Bantu
mbert,false,false,false,500,3,5,twi,0.874,Kwa
mbert,false,false,false,500,3,6,ibo,0.8701,Volta-Niger
mbert,false,false,false,500,3,7,tsn,0.8621,Bantu
mbert,false,false,false,500,3,8,nya,0.853,Bantu
mbert,false,false,false,500,3,9,wol,0.8512,Atlantic-Congo
mbert,false,false,false,500,3,10,hau,0.8496,Chadic
mbert,false,false,false,500,3,11,sna,0.8488,Bantu
mbert,false,false,false,500,3,12,fon,0.848,Kwa
mbert,false,false,false,500,3,13,xho,0.8461,Bantu
mbert,false,false,false,500,3,14,zul,0.8448,Bantu
mbert,false,false,false,500,3,15,bam,0.8431,Mande
mbert,false,false,false,500,3,16,ewe,0.8419,Kwa
mbert,false,false,false,500,3,17,mos,0.8263,Gur
mbert,false,false,false,500,3,18,pcm,0.8213,English Creole
mbert,false,false,false,500,3,19,bbj,0.7886,Bantu
mbert,false,false,false,500,3,20,yor,0.7518,Volta-Niger
mbert,false,false,false,500,0,1,kin,0.8969,Bantu
mbert,false,false,false,500,0,2,lug,0.8877,Bantu
mbert,false,false,false,500,0,3,luo,0.8853,Nilotic
mbert,false,false,false,500,0,4,swa,0.8776,Bantu
mbert,false,false,false,500,0,5,twi,0.874,Kwa
mbert,false,false,false,500,0,6,ibo,0.8701,Volta-Niger
mbert,false,false,false,500,0,7,tsn,0.8621,Bantu
mbert,false,false,false,500,0,8,nya,0.853,Bantu
mbert,false,false,false,500,0,9,wol,0.8512,Atlantic-Congo
mbert,false,false,false,500,0,10,hau,0.8496,Chadic
mbert,false,false,false,500,0,11,sna,0.8488,Bantu
mbert,false,false,false,500,0,12,fon,0.848,Kwa
mbert,false,false,false,500,0,13,xho,0.8461,Bantu
mbert,false,false,false,500,0,14,zul,0.8448,Bantu
mbert,false,false,false,500,0,15,bam,0.8431,Mande
mbert,false,false,false,500,0,16,ewe,0.8419,Kwa
mbert,false,false,false,500,0,17,mos,0.8263,Gur
mbert,false,false,false,500,0,18,pcm,0.8213,English Creole
mbert,false,false,false,500,0,19,bbj,0.7886,Bantu
mbert,false,false,false,500,0,20,yor,0.7518,Volta-Niger
mbert,false,false,false,400,1,1,kin,0.8949,Bantu
mbert,false,false,false,400,1,2,lug,0.8881,Bantu
mbert,false,false,false,400,1,3,luo,0.8859,Nilotic
mbert,false,false,false,400,1,4,twi,0.8758,Kwa
mbert,false,false,false,400,1,5,swa,0.8746,Bantu
mbert,false,false,false,400,1,6,ibo,0.872,Volta-Niger
mbert,false,false,false,400,1,7,tsn,0.8687,Bantu
mbert,false,false,false,400,1,8,nya,0.8558,Bantu
mbert,false,false,false,400,1,9,sna,0.8487,Bantu
mbert,false,false,false,400,1,10,wol,0.8478,Atlantic-Congo
mbert,false,false,false,400,1,11,xho,0.8457,Bantu
mbert,false,false,false,400,1,12,fon,0.8453,Kwa
mbert,false,false,false,400,1,13,hau,0.8452,Chadic
mbert,false,false,false,400,1,14,bam,0.8435,Mande
mbert,false,false,false,400,1,15,zul,0.8421,Bantu
mbert,false,false,false,400,1,16,ewe,0.8418,Kwa
mbert,false,false,false,400,1,17,mos,0.821,Gur
mbert,false,false,false,400,1,18,pcm,0.8197,English Creole
mbert,false,false,false,400,1,19,bbj,0.7855,Bantu
mbert,false,false,false,400,1,20,yor,0.7421,Volta-Niger
mbert,false,false,false,300,2,1,kin,0.8966,Bantu
mbert,false,false,false,300,2,2,lug,0.8887,Bantu
mbert,false,false,false,300,2,3,luo,0.8863,Nilotic
mbert,false,false,false,300,2,4,twi,0.88,Kwa
mbert,false,false,false,300,2,5,swa,0.8753,Bantu
mbert,false,false,false,300,2,6,ibo,0.874,Volta-Niger
mbert,false,false,false,300,2,7,tsn,0.8638,Bantu
mbert,false,false,false,300,2,8,nya,0.8569,Bantu
mbert,false,false,false,300,2,9,wol,0.8488,Atlantic-Congo
mbert,false,false,false,300,2,10,sna,0.8433,Bantu
mbert,false,false,false,300,2,11,hau,0.8431,Chadic
mbert,false,false,false,300,2,12,fon,0.843,Kwa
mbert,false,false,false,300,2,13,bam,0.8423,Mande
mbert,false,false,false,300,2,14,ewe,0.8413,Kwa
mbert,false,false,false,300,2,15,xho,0.8403,Bantu
mbert,false,false,false,300,2,16,zul,0.8397,Bantu
mbert,false,false,false,300,2,17,pcm,0.8226,English Creole
mbert,false,false,false,300,2,18,mos,0.8114,Gur
mbert,false,false,false,300,2,19,bbj,0.7864,Bantu
mbert,false,false,false,300,2,20,yor,0.7408,Volta-Niger
mbert,false,false,false,200,3,1,kin,0.8929,Bantu
mbert,false,false,false,200,3,2,luo,0.8841,Nilotic
mbert,false,false,false,200,3,3,lug,0.8835,Bantu
mbert,false,false,false,200,3,4,ibo,0.8776,Volta-Niger
mbert,false,false,false,200,3,5,twi,0.8763,Kwa
mbert,false,false,false,200,3,6,swa,0.8755,Bantu
mbert,false,false,false,200,3,7,tsn,0.8603,Bantu
mbert,false,false,false,200,3,8,nya,0.855,Bantu
mbert,false,false,false,200,3,9,wol,0.8484,Atlantic-Congo
mbert,false,false,false,200,3,10,sna,0.8443,Bantu
mbert,false,false,false,200,3,11,xho,0.842,Bantu
mbert,false,false,false,200,3,12,bam,0.8413,Mande
mbert,false,false,false,200,3,13,fon,0.8411,Kwa
mbert,false,false,false,200,3,14,hau,0.8398,Chadic
mbert,false,false,false,200,3,15,zul,0.838,Bantu
mbert,false,false,false,200,3,16,ewe,0.835,Kwa
mbert,false,false,false,200,3,17,pcm,0.8247,English Creole
mbert,false,false,false,200,3,18,mos,0.8089,Gur
mbert,false,false,false,200,3,19,bbj,0.7817,Bantu
mbert,false,false,false,200,3,20,yor,0.7494,Volta-Niger
mbert,false,false,false,300,3,1,kin,0.8966,Bantu
mbert,false,false,false,300,3,2,lug,0.8887,Bantu
mbert,false,false,false,300,3,3,luo,0.8863,Nilotic
mbert,false,false,false,300,3,4,twi,0.88,Kwa
mbert,false,false,false,300,3,5,swa,0.8753,Bantu
mbert,false,false,false,300,3,6,ibo,0.874,Volta-Niger
mbert,false,false,false,300,3,7,tsn,0.8638,Bantu
mbert,false,false,false,300,3,8,nya,0.8569,Bantu
mbert,false,false,false,300,3,9,wol,0.8488,Atlantic-Congo
mbert,false,false,false,300,3,10,sna,0.8433,Bantu
mbert,false,false,false,300,3,11,hau,0.8431,Chadic
mbert,false,false,false,300,3,12,fon,0.843,Kwa
mbert,false,false,false,300,3,13,bam,0.8423,Mande
mbert,false,false,false,300,3,14,ewe,0.8413,Kwa
mbert,false,false,false,300,3,15,xho,0.8403,Bantu
mbert,false,false,false,300,3,16,zul,0.8397,Bantu
mbert,false,false,false,300,3,17,pcm,0.8226,English Creole
mbert,false,false,false,300,3,18,mos,0.8114,Gur
mbert,false,false,false,300,3,19,bbj,0.7864,Bantu
mbert,false,false,false,300,3,20,yor,0.7408,Volta-Niger
mbert,false,false,false,500,1,1,kin,0.8969,Bantu
mbert,false,false,false,500,1,2,lug,0.8877,Bantu
mbert,false,false,false,500,1,3,luo,0.8853,Nilotic
mbert,false,false,false,500,1,4,swa,0.8776,Bantu
mbert,false,false,false,500,1,5,twi,0.874,Kwa
mbert,false,false,false,500,1,6,ibo,0.8701,Volta-Niger
mbert,false,false,false,500,1,7,tsn,0.8621,Bantu
mbert,false,false,false,500,1,8,nya,0.853,Bantu
mbert,false,false,false,500,1,9,wol,0.8512,Atlantic-Congo
mbert,false,false,false,500,1,10,hau,0.8496,Chadic
mbert,false,false,false,500,1,11,sna,0.8488,Bantu
mbert,false,false,false,500,1,12,fon,0.848,Kwa
mbert,false,false,false,500,1,13,xho,0.8461,Bantu
mbert,false,false,false,500,1,14,zul,0.8448,Bantu
mbert,false,false,false,500,1,15,bam,0.8431,Mande
mbert,false,false,false,500,1,16,ewe,0.8419,Kwa
mbert,false,false,false,500,1,17,mos,0.8263,Gur
mbert,false,false,false,500,1,18,pcm,0.8213,English Creole
mbert,false,false,false,500,1,19,bbj,0.7886,Bantu
mbert,false,false,false,500,1,20,yor,0.7518,Volta-Niger
mbert,false,false,false,400,2,1,kin,0.8949,Bantu
mbert,false,false,false,400,2,2,lug,0.8881,Bantu
mbert,false,false,false,400,2,3,luo,0.8859,Nilotic
mbert,false,false,false,400,2,4,twi,0.8758,Kwa
mbert,false,false,false,400,2,5,swa,0.8746,Bantu
mbert,false,false,false,400,2,6,ibo,0.872,Volta-Niger
mbert,false,false,false,400,2,7,tsn,0.8687,Bantu
mbert,false,false,false,400,2,8,nya,0.8558,Bantu
mbert,false,false,false,400,2,9,sna,0.8487,Bantu
mbert,false,false,false,400,2,10,wol,0.8478,Atlantic-Congo
mbert,false,false,false,400,2,11,xho,0.8457,Bantu
mbert,false,false,false,400,2,12,fon,0.8453,Kwa
mbert,false,false,false,400,2,13,hau,0.8452,Chadic
mbert,false,false,false,400,2,14,bam,0.8435,Mande
mbert,false,false,false,400,2,15,zul,0.8421,Bantu
mbert,false,false,false,400,2,16,ewe,0.8418,Kwa
mbert,false,false,false,400,2,17,mos,0.821,Gur
mbert,false,false,false,400,2,18,pcm,0.8197,English Creole
mbert,false,false,false,400,2,19,bbj,0.7855,Bantu
mbert,false,false,false,400,2,20,yor,0.7421,Volta-Niger
mbert,false,false,false,200,2,1,kin,0.8929,Bantu
mbert,false,false,false,200,2,2,luo,0.8841,Nilotic
mbert,false,false,false,200,2,3,lug,0.8835,Bantu
mbert,false,false,false,200,2,4,ibo,0.8776,Volta-Niger
mbert,false,false,false,200,2,5,twi,0.8763,Kwa
mbert,false,false,false,200,2,6,swa,0.8755,Bantu
mbert,false,false,false,200,2,7,tsn,0.8603,Bantu
mbert,false,false,false,200,2,8,nya,0.855,Bantu
mbert,false,false,false,200,2,9,wol,0.8484,Atlantic-Congo
mbert,false,false,false,200,2,10,sna,0.8443,Bantu
mbert,false,false,false,200,2,11,xho,0.842,Bantu
mbert,false,false,false,200,2,12,bam,0.8413,Mande
mbert,false,false,false,200,2,13,fon,0.8411,Kwa
mbert,false,false,false,200,2,14,hau,0.8398,Chadic
mbert,false,false,false,200,2,15,zul,0.838,Bantu
mbert,false,false,false,200,2,16,ewe,0.835,Kwa
mbert,false,false,false,200,2,17,pcm,0.8247,English Creole
mbert,false,false,false,200,2,18,mos,0.8089,Gur
mbert,false,false,false,200,2,19,bbj,0.7817,Bantu
mbert,false,false,false,200,2,20,yor,0.7494,Volta-Niger
mbert,false,true,false,300,1,1,kin,0.8563,Bantu
mbert,false,true,false,300,1,2,lug,0.8533,Bantu
mbert,false,true,false,300,1,3,xho,0.8287,Bantu
mbert,false,true,false,300,1,4,sna,0.8274,Bantu
mbert,false,true,false,300,1,5,nya,0.8248,Bantu
mbert,false,true,false,300,1,6,luo,0.8162,Nilotic
mbert,false,true,false,300,1,7,zul,0.8051,Bantu
mbert,false,true,false,300,1,8,twi,0.8038,Kwa
mbert,false,true,false,300,1,9,wol,0.7978,Atlantic-Congo
mbert,false,true,false,300,1,10,swa,0.7949,Bantu
mbert,false,true,false,300,1,11,tsn,0.7935,Bantu
mbert,false,true,false,300,1,12,ibo,0.7889,Volta-Niger
mbert,false,true,false,300,1,13,hau,0.7855,Chadic
mbert,false,true,false,300,1,14,bam,0.7606,Mande
mbert,false,true,false,300,1,15,ewe,0.7357,Kwa
mbert,false,true,false,300,1,16,pcm,0.7311,English Creole
mbert,false,true,false,300,1,17,mos,0.7222,Gur
mbert,false,true,false,300,1,18,fon,0.7125,Kwa
mbert,false,true,false,300,1,19,bbj,0.676,Bantu
mbert,false,true,false,300,1,20,yor,0.6709,Volta-Niger
mbert,false,true,false,300,0,1,kin,0.8966,Bantu
mbert,false,true,false,300,0,2,lug,0.8887,Bantu
mbert,false,true,false,300,0,3,luo,0.8863,Nilotic
mbert,false,true,false,300,0,4,twi,0.88,Kwa
mbert,false,true,false,300,0,5,swa,0.8753,Bantu
mbert,false,true,false,300,0,6,ibo,0.874,Volta-Niger
mbert,false,true,false,300,0,7,tsn,0.8638,Bantu
mbert,false,true,false,300,0,8,nya,0.8569,Bantu
mbert,false,true,false,300,0,9,wol,0.8488,Atlantic-Congo
mbert,false,true,false,300,0,10,sna,0.8433,Bantu
mbert,false,true,false,300,0,11,hau,0.8431,Chadic
mbert,false,true,false,300,0,12,fon,0.843,Kwa
mbert,false,true,false,300,0,13,bam,0.8423,Mande
mbert,false,true,false,300,0,14,ewe,0.8413,Kwa
mbert,false,true,false,300,0,15,xho,0.8403,Bantu
mbert,false,true,false,300,0,16,zul,0.8397,Bantu
mbert,false,true,false,300,0,17,pcm,0.8226,English Creole
mbert,false,true,false,300,0,18,mos,0.8114,Gur
mbert,false,true,false,300,0,19,bbj,0.7864,Bantu
mbert,false,true,false,300,0,20,yor,0.7408,Volta-Niger
mbert,false,true,false,200,1,1,kin,0.852,Bantu
mbert,false,true,false,200,1,2,lug,0.8435,Bantu
mbert,false,true,false,200,1,3,sna,0.826,Bantu
mbert,false,true,false,200,1,4,xho,0.8225,Bantu
mbert,false,true,false,200,1,5,nya,0.8225,Bantu
mbert,false,true,false,200,1,6,luo,0.8072,Nilotic
