,DATE,PER,ORG,LOC,Mean
hau,,0.9661955833435059,0.9675092101097107,,0.9668523967266083
twi,,0.9653106331825256,,,0.9653106331825256
nya,,,0.9534996151924133,,0.9534996151924133
lug,,0.932051420211792,0.9671269655227661,,0.949589192867279
wol,,,0.948523759841919,,0.948523759841919
mos,,0.9403006434440613,0.9556910991668701,,0.9479958713054657
swa,,0.9465664029121399,,,0.9465664029121399
ewe,,0.9470135569572449,0.9434292316436768,,0.9452213943004608
ibo,,,0.9556941986083984,0.9313395023345947,0.9435168504714966
luo,,0.9449490308761597,0.9368529915809631,,0.9409010112285614
fon,,0.9398986101150513,,,0.9398986101150513
sna,,0.9569791555404663,,0.9215878248214722,0.9392834901809692
kin,,,0.9382174611091614,,0.9382174611091614
bam,,,0.9332396388053894,,0.9332396388053894
tsn,,,0.9396456480026245,0.9198846817016602,0.9297651648521423
pcm,,0.9419465661048889,,0.9162059426307678,0.9290762543678284
xho,,0.918025016784668,,0.9078563451766968,0.9129406809806824
zul,,,,0.9092157483100891,0.9092157483100891
bbj,,,0.9419838190078735,0.8419003486633301,0.8919420838356018
yor,,,0.9378690719604492,0.8389913439750671,0.8884302079677582
