,PER,ORG,LOC,DATE,Mean
kin,0.9726549386978149,0.9857546091079712,0.971454381942749,0.9707302451133728,0.975148543715477
twi,0.9756963849067688,0.9891827702522278,0.96153324842453,0.9729121327400208,0.9748311340808868
luo,0.973556637763977,0.9782342910766602,0.9611251950263977,0.9759893417358398,0.9722263664007187
nya,0.9755997061729431,0.9846131205558777,0.9551611542701721,0.9619871973991394,0.9693402945995331
sna,0.9780508279800415,0.9817820191383362,0.9466054439544678,0.9708061814308167,0.9693111181259155
zul,0.9720266461372375,0.9837289452552795,0.9466172456741333,0.9700875878334045,0.9681151062250137
ewe,0.9776377081871033,0.9828842282295227,0.9593414068222046,0.9515323042869568,0.9678489118814468
tsn,0.9785841703414917,0.9699028134346008,0.9508065581321716,0.9692522883415222,0.9671364575624466
ibo,0.9690611362457275,0.9849762916564941,0.9325640797615051,0.9817578792572021,0.9670898467302322
lug,0.9893078804016113,0.9549992680549622,0.9662044644355774,0.9523773789405823,0.9657222479581833
wol,0.9700238704681396,0.9774435758590698,0.9380378127098083,0.975950300693512,0.9653638899326324
xho,0.9681106209754944,0.974377453327179,0.9308337569236755,0.9730120301246643,0.9615834653377533
fon,0.9726465940475464,0.9794584512710571,0.9253132939338684,0.9563583731651306,0.9584441781044006
swa,0.9815996289253235,0.9656781554222107,0.9745916724205017,0.9113813042640686,0.9583126902580261
mos,0.9732569456100464,0.9804928302764893,0.9372237324714661,0.9352836012840271,0.9565642774105072
pcm,0.9819726347923279,0.9686943888664246,0.9615433216094971,0.9113669395446777,0.9558943212032318
bam,0.9580751061439514,0.9591391682624817,0.9359597563743591,0.9636119604110718,0.954196497797966
yor,0.9621944427490234,0.9778620004653931,0.9061982035636902,0.9635637402534485,0.9524545967578888
bbj,0.9732838869094849,0.9747826457023621,0.9057672619819641,0.9556593894958496,0.9523732960224152
hau,0.9720814824104309,0.9681323766708374,0.9139121770858765,0.9461058378219604,0.9500579684972763
