,LOC,PER,DATE,ORG,Mean
lug,0.9028133653375927,0.6564886029766989,0.84197769825887,0.8381483690121423,0.809857008896326
sna,0.764495967012855,0.6648793896104847,0.9282071254211025,0.8745581449008242,0.8080351567363165
ibo,0.8018045314469895,0.667102170974986,0.9053906040120926,0.8387181763115972,0.8032538706864163
kin,0.8705674651526247,0.6233627020386491,0.8544213461710053,0.8605904614691265,0.8022354937078514
twi,0.8294111806205705,0.6391327766631884,0.8292381789302293,0.8898677041419315,0.79691246008898
luo,0.857651801117562,0.6324004778425053,0.8093434772728222,0.8636519654682541,0.790761930425286
nya,0.8009216164762533,0.6288622940218273,0.830320898354541,0.8768024046969384,0.7842268033873899
zul,0.7674870293246862,0.6670087916451153,0.8449425188092099,0.8404887759460216,0.7799817789312582
xho,0.6685145388001787,0.6714927084416373,0.9250214499223475,0.826718362207304,0.7729367648428669
swa,0.8447835831860653,0.611104377861679,0.7586428544681,0.845196447247436,0.76493181569082
tsn,0.7136217462990869,0.6107350315550872,0.856029257568505,0.8404961414392532,0.7552205442154831
hau,0.669256562587501,0.65009398769471,0.81450819268081,0.8193420120098714,0.7383001887432231
wol,0.6650619799568904,0.6420643977464129,0.7886831332098789,0.8116302135964267,0.7268599311274022
ewe,0.7685191951365951,0.638316038265826,0.6274889305210954,0.8271805635066793,0.7153761818575489
bam,0.7265755287551033,0.6301525141520982,0.7614793775654821,0.7405976586966149,0.7147012697923246
mos,0.7144164866329807,0.6373879386953462,0.6861684230618718,0.8188428560739663,0.7142039261160412
fon,0.6407843899687845,0.5992568271169197,0.71548913942836,0.7966761491783767,0.6880516264231102
pcm,0.7719088856377357,0.596334957005432,0.5456367684233594,0.7935974124050388,0.6768695058678915
yor,0.507020895233861,0.5772505701127921,0.7121337225687888,0.8030863815362895,0.6498728923629329
bbj,0.4551963959261873,0.6601320838791452,0.6282851589472404,0.65313321079048,0.5991867123857633
