,DATE,ORG,LOC,PER,Mean
ewe,,0.9778441190719604,,0.9525976181030273,0.9759740078890765
lug,,0.977452278137207,,0.9414646625518799,0.9747865288345902
twi,,0.9829922318458557,0.9667330980300903,0.9643926620483398,0.974459972519141
ibo,,0.9735478758811951,0.9720639586448669,,0.972805917263031
fon,,0.9828853011131287,0.9618234634399414,0.9472847580909729,0.9713901659617057
kin,,0.9794521331787109,0.9614320397377014,0.9664766788482666,0.9702895707809008
luo,,0.9701727032661438,,0.9660327434539795,0.9698660395763539
swa,,0.9635013341903687,0.9739218950271606,0.9512035846710205,0.9680382288419284
hau,,0.9762864708900452,0.9590376019477844,0.9590674638748169,0.9673314759364495
sna,,0.9650611877441406,0.9698644280433655,0.9615914225578308,0.9672369853808329
bam,,0.9589651823043823,0.9752393960952759,,0.9671022891998291
tsn,,0.9729515314102173,0.9582996368408203,,0.9656255841255188
mos,,0.976650059223175,0.954035758972168,0.9372637867927551,0.9642629428551748
nya,,0.9690434336662292,0.9575750231742859,0.9550131559371948,0.9629901487093705
wol,,0.9632850289344788,0.9534286260604858,0.966954231262207,0.9586874968730487
bbj,,0.9711074829101562,0.935242772102356,0.9548615217208862,0.9532399888222034
xho,,,0.9517514705657959,0.9550509452819824,0.9519958761003282
zul,,,0.9497633576393127,0.9660964012145996,0.9509732127189636
pcm,,0.9219773411750793,0.9793913960456848,0.956834614276886,0.9509209165206323
yor,,0.972871720790863,0.9159857630729675,,0.9444287419319153
