,LOC,DATE,ORG,PER,Mean
kin,0.999193367997582,0.9991803313238807,0.9994156628120604,0.9988010810156588,0.9991476107872955
sna,0.9986481328288186,0.9989918282793622,0.9994226804912008,0.9993207101730645,0.9990958379431114
nya,0.998704127604873,0.998667318276667,0.9995250828986341,0.9993148911738597,0.9990528549885084
luo,0.9990301507516842,0.998635568420098,0.9992369835206807,0.9992146843684387,0.9990293467652254
lug,0.9992607251295997,0.9989864282186931,0.9982052212770363,0.9996393643531103,0.9990229347446098
twi,0.9987007603758937,0.9982103546370614,0.9994506455158382,0.9993984614079889,0.9989400554841955
tsn,0.9979168492994636,0.9989455995052705,0.9992270890998334,0.9991283378139779,0.9988044689296364
ibo,0.9980194503521261,0.9989071781180766,0.99906799171634,0.9991008114081651,0.9987738578986769
wol,0.9978424022510649,0.9989095356998874,0.9990401152999088,0.9991554598533552,0.998736878276054
xho,0.9979594760145678,0.9987216362739072,0.9991133461962559,0.9990595951660224,0.9987135134126883
zul,0.9984834489523863,0.9982956498535746,0.9991357047961311,0.9989303857964021,0.9987112973496235
ewe,0.9980037865242419,0.9977009378696949,0.9992911427679976,0.9992820304335792,0.9985694743988784
mos,0.9969665961960732,0.9984470822558291,0.9991951030574988,0.9991653923206968,0.9984435434575245
swa,0.9988523654806305,0.9972154702848212,0.9982696785705024,0.9993320653629355,0.9984173949247224
bam,0.9977313933536436,0.9978328347554578,0.9983005557877398,0.999225807149299,0.998272647761535
hau,0.9973631987099599,0.9968034689818517,0.9988393890064646,0.9993929535478913,0.9980997525615418
pcm,0.9984935315450021,0.9961502159545687,0.9981058372432241,0.9995200722486982,0.9980674142478732
yor,0.9965330983555131,0.9975801646089869,0.9990013704921361,0.9986612236900676,0.9979439642866759
bbj,0.9956509096459407,0.996825361288105,0.9979207797937059,0.9990626419662554,0.9973649231735018
fon,0.9961161564434621,0.9946543330177684,0.9983765044021642,0.9992014437183664,0.9970871093954403
