,LOC,DATE,PER,ORG
bam,0.9822726249694824,0.9837236404418945,0.9886983036994934,0.977883517742157
bbj,0.9629817008972168,0.9710838198661804,0.9904076457023621,0.9872395992279053
ewe,0.9805871248245239,0.9699966311454773,0.9884397983551025,0.9921553134918213
fon,0.9711246490478516,0.9708511829376221,0.9859141111373901,0.9889671206474304
hau,0.9730392694473267,0.9681016206741333,0.9854109287261963,0.9849947094917297
ibo,0.9599176645278931,0.9886114001274109,0.9893552660942078,0.9909092783927917
kin,0.9884306192398071,0.9839745759963989,0.9877534508705139,0.9939808249473572
lug,0.9921761751174927,0.9825544953346252,0.9781923294067383,0.9852412939071655
luo,0.9903234243392944,0.9844033718109131,0.9876102805137634,0.9877104759216309
mos,0.9753401875495911,0.968872606754303,0.9839596748352051,0.9895505905151367
nya,0.9765931963920593,0.9743932485580444,0.9932245016098022,0.9908077120780945
pcm,0.9891741275787354,0.9475443959236145,0.9918471574783325,0.9823412895202637
sna,0.9681362509727478,0.9785019159317017,0.989326536655426,0.9825053811073303
swa,0.99226975440979,0.94803786277771,0.9911322593688965,0.9777591228485107
tsn,0.9849950671195984,0.9835535287857056,0.9905522465705872,0.9822235703468323
twi,0.9914227724075317,0.9814044237136841,0.9923149347305298,0.9937458634376526
wol,0.9680410027503967,0.9830729365348816,0.9900572299957275,0.984045684337616
xho,0.9658628106117249,0.9822060465812683,0.9809648394584656,0.9820687174797058
yor,0.9653179049491882,0.9763973951339722,0.9840878844261169,0.98213130235672
zul,0.9760630130767822,0.9809845685958862,0.987716794013977,0.9870806932449341
