,ORG,PER,LOC,DATE,Mean
lug,0.6239448,0.39007154,0.63152957,0.56813216,0.55341953
kin,0.5702329,0.38204396,0.59138334,0.5646081,0.52706707
xho,0.56141317,0.36316347,0.56386024,0.58138716,0.51745605
nya,0.55814064,0.39981744,0.556455,0.55452794,0.5172353
sna,0.550856,0.37082112,0.5549778,0.5685276,0.5112956
zul,0.5427013,0.38733512,0.5465295,0.5293242,0.5014725
luo,0.52701837,0.37685707,0.54527307,0.5276184,0.49419174
tsn,0.5354311,0.3721802,0.51542556,0.5231186,0.48653886
wol,0.52193767,0.3692448,0.5172979,0.5005584,0.4772597
hau,0.4970726,0.3669603,0.5115332,0.53019893,0.47644123
ibo,0.49429858,0.34824723,0.5307995,0.5038803,0.4693064
bam,0.4787425,0.3364148,0.49233323,0.5156249,0.45577887
twi,0.49866384,0.33627963,0.49668425,0.47577643,0.45185104
swa,0.46508062,0.35837877,0.45984024,0.4818778,0.44129437
mos,0.48810357,0.33086616,0.4611442,0.46704367,0.4367894
ewe,0.47980505,0.31212878,0.4622142,0.46810624,0.43056357
pcm,0.45966998,0.31755376,0.45254293,0.42658386,0.41408762
fon,0.44233572,0.29978228,0.43964827,0.39716342,0.39473242
yor,0.3986941,0.29310083,0.41769934,0.43009323,0.38489687
bbj,0.39946556,0.31021777,0.39341742,0.40364987,0.37668765
