,ORG,LOC,DATE,PER
bam,0.9319205284118652,0.9640088081359863,,
bbj,0.9622986912727356,0.9232339859008789,,0.9728866815567017
ewe,0.9733638167381287,,,0.9771247506141663
fon,0.9660903811454773,0.952297568321228,,0.9732751250267029
hau,0.9600633978843689,0.9544262290000916,,0.9690621495246887
ibo,0.9734455943107605,0.95949786901474,,
kin,0.9690200090408325,0.971038281917572,,0.974912166595459
lug,0.974274218082428,,,0.9864466786384583
luo,0.9579673409461975,,,0.9772704243659973
mos,0.9658045172691345,0.941625714302063,,0.9742504358291626
nya,0.9704805016517639,0.9666914343833923,,0.9814081788063049
pcm,0.9497875571250916,0.9734655618667603,,0.9788722395896912
sna,0.967275083065033,0.9658127427101135,,0.9732345938682556
swa,0.9564855098724365,0.9694330096244812,,0.9783665537834167
tsn,0.9723784923553467,0.9684844017028809,,
twi,0.9778618812561035,0.9669540524482727,,0.9753493666648865
wol,0.966568112373352,0.9625358581542969,,0.9726126790046692
xho,,0.9589942097663879,,0.9525215029716492
yor,0.9644407033920288,0.9368456602096558,,
zul,,0.9509559869766235,,0.9649865627288818
