,ORG,LOC,DATE,PER,Mean
lug,0.83093464,0.8593105,0.80020046,0.87302524,0.8408677
kin,0.81990445,0.82468754,0.788058,0.8313215,0.8159929
nya,0.8160237,0.8089311,0.78362864,0.8195218,0.80702627
luo,0.79648036,0.81158125,0.7814018,0.81503475,0.8011246
sna,0.80632156,0.8135195,0.7912463,0.7838924,0.798745
tsn,0.80511403,0.7691103,0.78311676,0.81856495,0.7939765
wol,0.78021777,0.7948253,0.76637363,0.79650354,0.7844801
zul,0.774083,0.7768706,0.75270927,0.78321874,0.7717204
xho,0.7527128,0.7670031,0.74003494,0.78004724,0.7599495
ibo,0.7495395,0.7549927,0.7567103,0.77053934,0.7579454
twi,0.7611872,0.7471895,0.7381712,0.78505003,0.7578995
ewe,0.7627667,0.74931836,0.738522,0.76998436,0.7551478
bam,0.74078196,0.7550723,0.7519069,0.77025867,0.754505
pcm,0.7575059,0.74642825,0.7108977,0.79407716,0.75222725
mos,0.7568655,0.7457708,0.73097086,0.75565284,0.74731505
hau,0.737843,0.7457515,0.70223725,0.78355163,0.7423458
swa,0.7387299,0.7198793,0.71381545,0.78094774,0.7383431
yor,0.72730315,0.726267,0.7205526,0.74425834,0.7295953
bbj,0.710214,0.70620865,0.6976243,0.752212,0.7165648
fon,0.724416,0.7054815,0.6880669,0.73722446,0.7137972
