,ORG,LOC,DATE,PER,Mean
lug,0.9285765290260315,,,0.9257800579071045,0.927178293466568
twi,0.9442055225372314,0.8862714767456055,,0.9488823413848877,0.9264531135559082
mos,0.9094141721725464,,,0.9097104668617249,0.9095623195171356
hau,0.930607259273529,0.8356983661651611,,0.9481494426727295,0.9048183560371399
kin,0.8768206238746643,0.8719518780708313,,0.95442795753479,0.9010668198267618
nya,0.9006621837615967,0.8421605825424194,,0.9547252655029297,0.8991826772689819
sna,0.9168757200241089,0.8401306867599487,,0.937774658203125,0.8982603549957275
wol,0.8946374654769897,0.8465607762336731,,0.9308462738990784,0.8906815052032471
fon,0.9112920761108398,0.8560363054275513,,0.8999170660972595,0.8890818158785502
ewe,0.8673936128616333,,,0.9077470898628235,0.8875703513622284
ibo,0.9185603260993958,0.8552599549293518,,,0.8869101405143738
luo,0.8499311208724976,,,0.9102380275726318,0.8800845742225647
tsn,0.9091119766235352,0.839436411857605,,,0.8742741942405701
pcm,0.8356871604919434,0.8488335013389587,,0.9318833351135254,0.8721346656481425
swa,0.8403062224388123,0.8542027473449707,,0.9116048812866211,0.868704617023468
zul,,0.8223007917404175,,0.8998641967773438,0.8610824942588806
bam,0.841401994228363,0.8723905682563782,,,0.8568962812423706
xho,,0.8013646006584167,,0.8561282157897949,0.8287464082241058
bbj,0.8801485896110535,0.7185026407241821,,,0.7993256151676178
yor,0.8892643451690674,0.6914646625518799,,,0.7903645038604736
