Language,Cosine_Similarity
lug,0.96151763
twi,0.93994766
kin,0.9383367
swa,0.935142
ewe,0.92704046
luo,0.924778
bam,0.9173276
pcm,0.9111677
ibo,0.9106643
nya,0.9099915
tsn,0.90560365
mos,0.8706574
hau,0.8695634
zul,0.8635774
sna,0.85937905
wol,0.84939665
xho,0.8470887
fon,0.8324493
bbj,0.81240845
yor,0.72943723
