layer,model,rank_type,language,pearson
2,mbert,top5,luo,0.999946472840883
2,mbert,top5,ibo,0.9999387600644531
2,mbert,top5,kin,0.999938159037794
2,mbert,top5,twi,0.9999293022667148
2,mbert,top5,tsn,0.9999260737877729
2,mbert,worst5,ewe,0.9993132807071983
2,mbert,worst5,bbj,0.9993544388556876
2,mbert,worst5,xho,0.9997314317739657
2,mbert,worst5,mos,0.9997321498462437
2,mbert,worst5,pcm,0.9997761694745547
3,mbert,top5,luo,0.9999840651796745
3,mbert,top5,kin,0.9999839636347073
3,mbert,top5,lug,0.9999838295304286
3,mbert,top5,ibo,0.9999837640142886
3,mbert,top5,twi,0.9999818378964385
3,mbert,worst5,bbj,0.9998514513482732
3,mbert,worst5,ewe,0.9998584215144342
3,mbert,worst5,mos,0.999941671617069
3,mbert,worst5,xho,0.9999452128175685
3,mbert,worst5,pcm,0.9999529615404444
10,mbert,top5,luo,0.9903111923766101
10,mbert,top5,swa,0.9901174354497407
10,mbert,top5,kin,0.9900172265614308
10,mbert,top5,lug,0.9898732371074762
10,mbert,top5,twi,0.9896290683683594
10,mbert,worst5,yor,0.9643021813719975
10,mbert,worst5,bbj,0.9678487907434338
10,mbert,worst5,mos,0.9752771717462252
10,mbert,worst5,fon,0.9773452988628262
10,mbert,worst5,pcm,0.9786756648723915
12,mbert,top5,lug,0.9735975094475608
12,mbert,top5,twi,0.9715530685787224
12,mbert,top5,kin,0.9694559762772862
12,mbert,top5,swa,0.9661602741701786
12,mbert,top5,luo,0.9654774194775562
12,mbert,worst5,yor,0.899400814283364
12,mbert,worst5,bbj,0.8999021533671283
12,mbert,worst5,xho,0.9182362554732879
12,mbert,worst5,mos,0.9252490919382728
12,mbert,worst5,wol,0.9257105050148101
