,LOC,ORG,DATE,PER
bam,0.9711286425590515,0.944736659526825,,
bbj,0.9396165609359741,0.9611479640007019,,
ewe,,0.9595766067504883,,0.9772047400474548
fon,0.9666579961776733,0.9683231115341187,,0.9587699174880981
hau,,0.975386381149292,,0.9831926226615906
ibo,0.9724981188774109,0.9646931290626526,,
kin,0.8924033641815186,0.9639040231704712,,
lug,,0.9836604595184326,,0.99086993932724
luo,,0.9646487832069397,,0.9850520491600037
mos,,0.9699243307113647,,0.9815044403076172
nya,0.9722822904586792,0.9683250188827515,,
pcm,0.9343972206115723,,,0.981859564781189
sna,0.9782211184501648,,,0.9823347330093384
swa,0.9708489179611206,,,0.980251669883728
tsn,0.9550091624259949,0.9709425568580627,,
twi,0.9687113165855408,0.9774498343467712,,0.9861423969268799
wol,0.9738315343856812,0.9664392471313477,,
xho,0.9688621759414673,,,0.965648889541626
yor,0.9405568838119507,0.9621431827545166,,
zul,0.9650601148605347,,,
