,ORG,DATE,LOC,PER
bam,0.949673593044281,,0.9665802717208862,0.9621119499206543
bbj,0.9567463994026184,,0.9169031977653503,0.9763118624687195
ewe,0.9524837136268616,,0.9528886079788208,0.9788926243782043
fon,0.9663094878196716,,0.9622804522514343,0.94984370470047
hau,0.974058985710144,,0.9696216583251953,0.9759857654571533
ibo,0.9638916254043579,,0.9718935489654541,
kin,0.962976336479187,,0.9683582186698914,0.9890913367271423
lug,0.9853352308273315,,,0.99105304479599
luo,0.9447004795074463,,,0.9884339570999146
mos,0.9689185619354248,,0.9784237146377563,0.9835991859436035
nya,0.96865314245224,,0.9599820375442505,0.9821773171424866
pcm,0.9447041749954224,,0.9454013109207153,0.9749722480773926
sna,0.9876149892807007,,0.982136607170105,0.980694055557251
swa,0.9569293260574341,,0.9691575765609741,0.9727147817611694
tsn,0.9587213397026062,,0.9570831656455994,
twi,0.9800921082496643,,0.9742833375930786,0.9881611466407776
wol,0.9659650921821594,,0.9715166091918945,0.9710063338279724
xho,0.9508395791053772,,0.9685987234115601,0.9511027336120605
yor,0.9694854617118835,,0.924837589263916,
zul,0.9715762138366699,,0.9794394969940186,0.9772295355796814
