,ORG,DATE,LOC,PER
bam,0.9273079633712769,,0.9576882123947144,
bbj,0.9465235471725464,,0.9087425470352173,
ewe,0.9428675174713135,,,0.9716235399246216
fon,0.9581226110458374,,0.9515953063964844,0.9368695020675659
hau,0.9673669338226318,,0.9616488814353943,0.974044919013977
ibo,0.9554328918457031,,0.9616114497184753,
kin,0.9532740116119385,,0.9588797688484192,0.9852604866027832
lug,0.9786103367805481,,,0.9865983724594116
luo,0.9427307844161987,,,0.9823129773139954
mos,0.9646238088607788,,,0.974709689617157
nya,0.9614260792732239,,0.950253427028656,0.9864374995231628
pcm,0.9417176246643066,,0.9226863980293274,0.9683836102485657
sna,0.9817407727241516,,0.9718098044395447,0.9756082892417908
swa,0.9431228041648865,,0.9565945863723755,0.96720290184021
tsn,0.9490621089935303,,0.9379665851593018,
twi,0.9731852412223816,,0.9641408920288086,0.9850879311561584
wol,0.9559963345527649,,0.9613966941833496,0.9638601541519165
xho,,,0.9554799795150757,0.9452300667762756
yor,0.958332896232605,,0.9126220941543579,
zul,,,0.9635891914367676,0.974249541759491
