,ORG,PER,DATE,LOC,Mean
lug,0.8476696,0.8723006,0.76309526,0.8631586,0.8365561
kin,0.86191434,0.84394085,0.7772902,0.77645904,0.81490105
luo,0.8539945,0.8509547,0.7604232,0.78510594,0.81261957
twi,0.85452414,0.8144537,0.76977825,0.77742606,0.8040455
ibo,0.8492662,0.8260746,0.79095554,0.7498651,0.8040403
swa,0.8412553,0.8381041,0.7150401,0.7936917,0.7970228
pcm,0.8380195,0.83386815,0.70654464,0.773198,0.7879076
nya,0.8637021,0.79465544,0.75102645,0.7359904,0.7863436
wol,0.824249,0.81970274,0.7632615,0.72801036,0.7838059
mos,0.8220986,0.8414258,0.7412299,0.71725786,0.78050303
ewe,0.8316969,0.8015481,0.73117036,0.7462237,0.7776598
tsn,0.755865,0.82916856,0.75411105,0.76635766,0.7763756
xho,0.7742025,0.8057606,0.79893625,0.7225318,0.77535784
sna,0.82757473,0.75560486,0.7703225,0.745562,0.774766
hau,0.8037256,0.8104713,0.7552592,0.72522604,0.77367055
zul,0.815375,0.7701744,0.75369716,0.74168813,0.77023363
fon,0.8145001,0.8005784,0.7189845,0.73825586,0.76807976
bbj,0.7869095,0.82013774,0.73479974,0.72086596,0.7656782
bam,0.7688625,0.81918406,0.7398997,0.7263475,0.7635734
yor,0.797288,0.76074266,0.76058555,0.72316,0.76044405
