,DATE,LOC,ORG,PER
bam,,,0.9921379685401917,
bbj,,,0.996972918510437,
ewe,,,0.9946482181549072,0.9921163320541382
fon,,,,0.9949973225593567
hau,,,0.999047040939331,0.9772132039070129
ibo,,0.9989372491836548,0.99940425157547,
kin,,,0.9990063309669495,
lug,,,0.9965369701385498,0.9864619970321655
luo,,,0.9988870024681091,0.9815013408660889
mos,,,0.9969441890716553,0.9845576882362366
nya,,,0.9973784685134888,
pcm,,0.9965959191322327,,0.9800553917884827
sna,,0.9983200430870056,,0.9833940863609314
swa,,,,0.9892928004264832
tsn,,0.9985056519508362,0.999576210975647,
twi,,,,0.9854292273521423
wol,,,0.9987635612487793,
xho,,0.9980095028877258,,0.9910907745361328
yor,,0.9984776973724365,0.9989252090454102,
zul,,0.9975767731666565,,
