,DATE,LOC,ORG,PER
bam,0.9999912977218628,0.9999943375587463,0.9999943971633911,0.9999958872795105
bbj,0.999992311000824,0.999982476234436,0.9999973773956299,0.9999926686286926
ewe,0.9999944567680359,0.999994158744812,0.9999958276748657,0.9999853372573853
fon,0.9999920725822449,0.9999960660934448,0.999993085861206,0.999993622303009
hau,0.9999914169311523,0.9999958276748657,0.9999966621398926,0.9999954700469971
ibo,0.9999951720237732,0.9999935030937195,0.9999963045120239,0.9999918937683105
kin,0.9999939799308777,0.9999886751174927,0.9999885559082031,0.9999834895133972
lug,0.9999942779541016,0.9999957084655762,0.9999939799308777,0.9999908804893494
luo,0.9999951720237732,0.9999950528144836,0.9999859929084778,0.9999908804893494
mos,0.9999913573265076,0.9999969005584717,0.9999974370002747,0.9999961256980896
nya,0.9999752640724182,0.9999962449073792,0.999995231628418,0.9999923706054688
pcm,0.9999901056289673,0.9999911189079285,0.9999908208847046,0.9999950528144836
sna,0.9999898076057434,0.9999955892562866,0.9999886751174927,0.9999813437461853
swa,0.9999949336051941,0.999995768070221,0.9999927878379822,0.9999887943267822
tsn,0.9999977946281433,0.9999936819076538,0.999991774559021,0.9999942779541016
twi,0.9999939799308777,0.9999954104423523,0.9999960064888,0.9999951124191284
wol,0.9999940395355225,0.999998152256012,0.9999949932098389,0.9999898672103882
xho,0.9999984502792358,0.9999985098838806,0.9999964237213135,0.9999933242797852
yor,0.9999932050704956,0.9999940991401672,0.9999944567680359,0.9999918937683105
zul,0.9999966621398926,0.9999977946281433,0.999998152256012,0.9999960064888
