,DATE,LOC,ORG,PER
bam,,0.9999959468841553,0.9999836087226868,
bbj,,0.9999704957008362,0.9999933242797852,
ewe,,,0.9999901652336121,0.99996018409729
fon,,0.9999951124191284,0.999992311000824,0.9999560713768005
hau,,,0.9999952912330627,0.999935507774353
ibo,,0.9999922513961792,0.999991774559021,
kin,,0.9999642372131348,0.9999940395355225,
lug,,,0.9999777674674988,0.9999454021453857
luo,,,0.999970555305481,0.9999337196350098
mos,,,0.9999803900718689,0.9999496340751648
nya,,0.9999968409538269,0.9999951124191284,
pcm,,0.9999383091926575,,0.9998385906219482
sna,,0.9999938011169434,,0.9999369978904724
swa,,0.9999933242797852,,0.9999327063560486
tsn,,0.9999725818634033,0.9999321103096008,
twi,,0.999991774559021,0.9999918937683105,0.9999388456344604
wol,,0.9999936819076538,0.9999614953994751,
xho,,0.9999961256980896,,0.9999520778656006
yor,,0.9999951720237732,0.9999949932098389,
zul,,0.9999959468841553,,
