,ORG,DATE,PER,LOC,Mean
wol,0.9983539581298828,,,,0.9983539581298828
nya,0.99834144115448,,,,0.99834144115448
kin,0.9977666139602661,,,,0.9977666139602661
tsn,0.9982070326805115,,,0.9972819685935974,0.9977445006370544
bbj,0.9976602792739868,,,,0.9976602792739868
ibo,0.9982848167419434,,,0.996487021446228,0.9973859190940857
bam,0.9969928860664368,,,,0.9969928860664368
zul,,,,0.9969610571861267,0.9969610571861267
mos,0.9985528588294983,,0.9946087598800659,,0.9965808093547821
ewe,0.9982699155807495,,0.9948859810829163,,0.9965779483318329
yor,0.9982374906539917,,,0.9946228265762329,0.9964301586151123
pcm,,,0.9937645196914673,0.9972543716430664,0.9955094456672668
twi,,,0.9954017996788025,,0.9954017996788025
xho,,,0.993563175201416,0.9972068071365356,0.9953849911689758
luo,0.9971648454666138,,0.9935353994369507,,0.9953501224517822
fon,,,0.9948952794075012,,0.9948952794075012
lug,0.9973680973052979,,0.9923285841941833,,0.9948483407497406
sna,,,0.9910435080528259,0.9976916313171387,0.9943675696849823
swa,,,0.993971049785614,,0.993971049785614
hau,0.9897409677505493,,0.9944964051246643,,0.9921186864376068
