,PER,ORG,LOC,DATE,Mean
swa,0.99989337,0.99990696,0.99960476,0.9989006,0.99957645
lug,0.9999874,0.9999416,0.99920136,0.99845177,0.9993955
sna,0.9998321,0.9999581,0.9992198,0.99847317,0.9993708
hau,0.9998781,0.9999188,0.9992673,0.99832845,0.99934816
xho,0.99908555,0.99886894,0.99975276,0.99965984,0.9993418
tsn,0.9997619,0.99977857,0.9994645,0.99832827,0.99933326
pcm,0.9998704,0.9999065,0.9995014,0.99784416,0.99928063
zul,0.99882317,0.99968624,0.9987196,0.9996517,0.9992202
ewe,0.9999032,0.99988395,0.99914336,0.997638,0.9991421
yor,0.99939114,0.99965334,0.9993706,0.9980935,0.99912715
kin,0.9999629,0.9999419,0.99919546,0.99716645,0.99906665
wol,0.99992716,0.9998322,0.9997267,0.99667674,0.9990407
twi,0.99988556,0.9998023,0.99910253,0.99708694,0.9989694
luo,0.9999593,0.9999154,0.9992228,0.99675596,0.99896336
mos,0.99993014,0.9998531,0.9991188,0.99693537,0.99895936
nya,0.9993765,0.99993134,0.9991276,0.9972236,0.9989148
bam,0.99987674,0.999389,0.99862707,0.99772584,0.9989047
ibo,0.9999612,0.9999149,0.99899185,0.9959235,0.9986979
bbj,0.9998723,0.9997201,0.9983924,0.9966514,0.9986591
fon,0.9997707,0.9998088,0.99872696,0.99602693,0.9985833
