,PER,LOC,ORG,DATE
bam,0.999996542930603,0.999994695186615,0.9999924898147583,0.9999827146530151
bbj,0.9999940991401672,0.9999915361404419,0.9999950528144836,0.9999869465827942
ewe,0.9999962449073792,0.999993622303009,0.9999911785125732,0.9999727606773376
fon,0.9999950528144836,0.9999924302101135,0.9999923706054688,0.999981164932251
hau,0.9999971985816956,0.9999908804893494,0.999992847442627,0.9999895095825195
ibo,0.9999962449073792,0.9999954700469971,0.9999862909317017,0.9999925494194031
kin,0.9999945163726807,0.9999946355819702,0.9999949932098389,0.999993622303009
lug,0.9999991655349731,0.9999881982803345,0.9999944567680359,0.9999886751174927
luo,0.9999940991401672,0.9999902248382568,0.9999822974205017,0.9999927282333374
mos,0.9999974370002747,0.9999944567680359,0.9999936819076538,0.9999865889549255
nya,0.9999979734420776,0.9999958872795105,0.9999903440475464,0.9999875426292419
pcm,0.9999919533729553,0.9999874830245972,0.9999773502349854,0.9999423623085022
sna,0.9999986290931702,0.9999921321868896,0.9999975562095642,0.999990701675415
swa,0.9999926090240479,0.9999927282333374,0.999980092048645,0.9999580383300781
tsn,0.9999967217445374,0.9999922513961792,0.9999780058860779,0.9999872446060181
twi,0.9999977946281433,0.9999940395355225,0.9999933242797852,0.9999852776527405
wol,0.9999971389770508,0.9999939203262329,0.9999878406524658,0.9999918937683105
xho,0.9999964237213135,0.9999948143959045,0.999995231628418,0.999993622303009
yor,0.9999952912330627,0.9999934434890747,0.9999949336051941,0.9999895691871643
zul,0.9999980926513672,0.9999959468841553,0.9999966025352478,0.9999892711639404
