,PER,DATE,ORG,LOC
bam,0.9993783831596375,,0.9988442063331604,0.996644139289856
bbj,0.9991887807846069,,0.9979699850082397,0.9964041709899902
ewe,0.9994772672653198,,0.9976109266281128,0.9966059327125549
fon,0.9950036406517029,,0.9973626136779785,0.9956616163253784
hau,0.9992033243179321,,0.998624861240387,0.9960938096046448
ibo,0.9994422197341919,,0.997184693813324,0.9992983341217041
kin,0.9994533061981201,,0.9940876364707947,0.9965933561325073
lug,0.9994959831237793,,0.9985294938087463,0.9988498091697693
luo,0.9998248815536499,,0.9978842735290527,0.9983410239219666
mos,0.999771773815155,,0.999078094959259,0.9996635317802429
nya,0.999841034412384,,0.997322678565979,0.9979475140571594
pcm,0.9998309016227722,,0.9985870718955994,0.9994432926177979
sna,0.9996948838233948,,0.9987382888793945,0.9984115362167358
swa,0.999817430973053,,0.9982544779777527,0.9977052211761475
tsn,0.9996291399002075,,0.9962934255599976,0.9893708229064941
twi,0.9997923970222473,,0.998776376247406,0.9957998991012573
wol,0.9997979998588562,,0.9978812336921692,0.9980144500732422
xho,0.9970400929450989,,0.9913311004638672,0.9930850863456726
yor,,,0.9995571970939636,0.996359646320343
zul,0.9935117959976196,,0.9905766844749451,0.9798282384872437
