,DATE,ORG,LOC,PER
bam,,0.8946683406829834,0.9125518798828125,
bbj,,0.8961150050163269,0.8005610108375549,
ewe,,0.8859832882881165,,0.7546645998954773
fon,,0.9203442931175232,0.8892068862915039,0.7352889776229858
hau,,0.9363933801651001,0.8930302262306213,0.7504358291625977
ibo,,0.9140191674232483,0.9132964015007019,
kin,,0.8837286233901978,0.8971864581108093,0.747546911239624
lug,,0.9299076795578003,,0.7301791906356812
luo,,0.8563859462738037,,0.7722972631454468
mos,,0.911524772644043,,0.7185709476470947
nya,,0.898418664932251,0.9092537760734558,0.7856863141059875
pcm,,0.8079564571380615,0.8779205083847046,0.7549083232879639
sna,,0.9015223979949951,0.8772433400154114,0.7535800933837891
swa,,0.8387171030044556,0.8480586409568787,0.7627257108688354
tsn,,0.9069861769676208,0.9039026498794556,
twi,,0.9399685859680176,0.9089030027389526,0.7509381175041199
wol,,0.8999552726745605,0.8762684464454651,0.789262592792511
xho,,,0.8468925952911377,0.7381637692451477
yor,,0.8917945623397827,0.7764531373977661,
zul,,,0.8646931052207947,0.7487030625343323
