,DATE,ORG,LOC,PER
bam,,0.7601491212844849,,
bbj,,0.6952155232429504,,
ewe,,0.7216747403144836,,0.5490241050720215
fon,,,,0.5156949758529663
hau,,0.6874935030937195,,0.5731891989707947
ibo,,0.7529361248016357,0.7974531650543213,
kin,,0.7928658723831177,,
lug,,0.8600473403930664,,0.5292742252349854
luo,,0.7086634635925293,,0.6144327521324158
mos,,0.7684547305107117,,0.5082258582115173
nya,,0.7976537346839905,,
pcm,,,0.7125232815742493,0.5291511416435242
sna,,,0.7847568988800049,0.47420066595077515
swa,,,,0.614682674407959
tsn,,0.759475827217102,0.8165491223335266,
twi,,,,0.6158879995346069
wol,,0.7815011739730835,,
xho,,,0.7279621958732605,0.5970196723937988
yor,,0.698672354221344,0.5887569785118103,
zul,,,0.7067357897758484,
