,DATE,ORG,LOC,PER
bam,,0.9354821443557739,,
bbj,,0.9363126158714294,0.8701016902923584,
ewe,,0.9424729943275452,,0.873272716999054
fon,,,,0.860501229763031
hau,,0.9647245407104492,,0.8742350935935974
ibo,,0.9554775953292847,0.9509851932525635,
kin,,0.9404829144477844,,
lug,,0.9689531326293945,,0.8402352929115295
luo,,0.9365377426147461,,0.8842236995697021
mos,,0.9514768719673157,,0.8455966114997864
nya,,0.9541457295417786,,
pcm,,,0.9358005523681641,0.8645867705345154
sna,,,0.9430927038192749,0.8822253942489624
swa,,,,0.8882383704185486
tsn,,0.9372488260269165,0.9552142024040222,
twi,,,,0.8821048140525818
wol,,0.947109043598175,,
xho,,,0.931763768196106,0.8685895800590515
yor,,0.9407065510749817,0.8791307806968689,
zul,,,0.930210292339325,
