,DATE,ORG,LOC,PER
bam,,0.9243074059486389,0.9455210566520691,
bbj,,0.9367825984954834,0.8850974440574646,
ewe,,0.9343565702438354,,0.850196897983551
fon,,0.9496404528617859,0.9361956715583801,0.837890088558197
hau,,0.9606043696403503,,0.8520829677581787
ibo,,0.9553231596946716,0.9464850425720215,
kin,,0.9311092495918274,0.8255137801170349,
lug,,0.9627813100814819,,0.8292878866195679
luo,,0.9334074258804321,,0.8595635294914246
mos,,0.9504330158233643,,0.819346010684967
nya,,0.9479975700378418,0.9511128067970276,
pcm,,,0.9327058792114258,0.8412632942199707
sna,,,0.9340601563453674,0.8574304580688477
swa,,,0.9206211566925049,0.8666839003562927
tsn,,0.9459346532821655,0.946561336517334,
twi,,0.9660989046096802,0.9264469742774963,0.8550143837928772
wol,,0.9377304315567017,0.9171082973480225,
xho,,,0.9187910556793213,0.8406464457511902
yor,,0.9399234652519226,0.8769654631614685,
zul,,,0.9207927584648132,
