,DATE,ORG,LOC,PER
bam,,0.9317622780799866,0.9395655393600464,0.8420217633247375
bbj,,0.9473751783370972,0.8737426400184631,0.8498843312263489
ewe,,0.9453920125961304,0.9212832450866699,0.848534107208252
fon,,0.9561430215835571,0.9284018874168396,0.842839777469635
hau,,0.9651572704315186,0.9363613128662109,0.8543680906295776
ibo,,0.9624230265617371,0.9478449821472168,0.8567239046096802
kin,,0.938616931438446,0.9361774325370789,0.8452811241149902
lug,,0.9638625979423523,0.9205418825149536,0.8375077247619629
luo,,0.9242382645606995,0.9478074908256531,0.8535860776901245
mos,,0.9549185633659363,0.9392686486244202,0.8501531481742859
nya,,0.9492409825325012,0.9394114017486572,0.8734981417655945
pcm,,0.9143868684768677,0.9227750301361084,0.8528253436088562
sna,,0.9557523131370544,0.9387022852897644,0.8540263175964355
swa,,0.9130973219871521,0.9062633514404297,0.8630551695823669
tsn,,0.9499327540397644,0.938400149345398,0.8588917255401611
twi,,0.9678354263305664,0.9398981332778931,0.8489528894424438
wol,,0.9421545267105103,0.9297427535057068,0.8696889281272888
xho,,0.9621884822845459,0.9197508692741394,0.8525950908660889
yor,,0.9446518421173096,0.851100742816925,0.8159605860710144
zul,,0.9681232571601868,0.9316471219062805,0.8517596125602722
