,DATE,PER,ORG,LOC
bam,,0.9841191172599792,0.9265551567077637,0.963065505027771
bbj,,0.9727796912193298,0.9449824690818787,0.9235888719558716
ewe,,0.9760612845420837,0.9619753360748291,0.9607692360877991
fon,,0.9610558748245239,0.9585014581680298,0.9622529149055481
hau,,0.9892677664756775,0.9799108505249023,0.9742535948753357
ibo,,0.9871406555175781,0.9679638743400574,0.9697729349136353
kin,,0.9905422329902649,0.9763903021812439,0.9728395938873291
lug,,0.9865266680717468,0.9842438101768494,0.9739608764648438
luo,,0.9781192541122437,0.9610320329666138,0.9737359285354614
mos,,0.9815676808357239,0.972073495388031,0.9709562063217163
nya,,0.9825314879417419,0.9822359681129456,0.9743731617927551
pcm,,0.9683414697647095,0.9431545734405518,0.9335670471191406
sna,,0.9822402596473694,0.984329342842102,0.9804631471633911
swa,,0.962308406829834,0.9312164783477783,0.9540588855743408
tsn,,0.9829920530319214,0.9712727665901184,0.969559371471405
twi,,0.9833441972732544,0.9784216284751892,0.9685206413269043
wol,,0.9784470200538635,0.9717236757278442,0.9679043889045715
xho,,0.9656941890716553,0.9815853238105774,0.9722412824630737
yor,,,0.9565295577049255,0.9408081769943237
zul,,0.9816914796829224,0.981953501701355,0.9757214784622192
