,PER,ORG,LOC,DATE,Mean
kin,0.9915725933166238,0.9886267573312235,0.991490680394064,0.9838060872070913,0.9888740295622507
sna,0.9923744689688414,0.98906097132544,0.9888351666766763,0.9837636205165297,0.9885085568718719
nya,0.9944329358049661,0.9900778103512337,0.9890041905006796,0.9785849340762919,0.9880249676832928
lug,0.996684956532764,0.9783201706226584,0.9839125096962569,0.9848936839502819,0.9859528302004903
xho,0.983158929426585,0.9824756458131615,0.9830723344965334,0.9866806932143337,0.9838469007376535
twi,0.9920414065415618,0.9860389158362857,0.9827417577220838,0.9743983384233061,0.9838051046308094
luo,0.9926141414066952,0.9827172974473859,0.9868377015454144,0.9677956326820599,0.9824911932703889
hau,0.9855201073441164,0.9842501477344836,0.9787544465410313,0.9745219773112088,0.98076166973271
zul,0.986026538351408,0.9839185132733121,0.9786225388260437,0.9717261574339707,0.9800734369711835
tsn,0.9888451236505137,0.9818636127487705,0.9716660741525383,0.9762662918648848,0.9796602756041768
wol,0.9883050191119901,0.9807591150196936,0.9773597385163446,0.9675005951475704,0.9784811169488996
swa,0.9949420602136584,0.9762159628861485,0.9786211222121521,0.9619422606765387,0.9779303514971245
ibo,0.9905487894517223,0.9508863179087786,0.9851851681177787,0.9765859127765453,0.9758015470637063
bam,0.9794985626227448,0.9695701078088396,0.9754145156160027,0.9697118980395211,0.9735487710217771
mos,0.9854724803252496,0.9799124014351142,0.9729862189488732,0.9520953744733675,0.972616618795651
ewe,0.9833099657212512,0.9799059461794122,0.9660374542355655,0.9607570859697042,0.9725026130264833
yor,0.9712677106041273,0.9701270044176133,0.9529849258102204,0.9453038986509809,0.9599208848707355
fon,0.9789374742196968,0.9573112902671875,0.9493934470597944,0.9107688745445622,0.9491027715228102
pcm,0.9896167285690931,0.9472497302546026,0.9564655940337307,0.8840167284767126,0.9443371953335348
bbj,0.9799221309063104,0.9237444913603439,0.8997340934457533,0.924215409661919,0.9319040313435816
