,LOC,PER,DATE,ORG,Mean
lug,0.9578144755808226,0.9742633432243417,0.925430719122776,0.9266395681431286,0.9460370265177672
luo,0.9330886055806559,0.9344582483859517,0.8878335461596122,0.9342366875883359,0.9224042719286389
kin,0.9180915686168339,0.924170070695587,0.8987365874839025,0.9337587704188521,0.9186892493037939
twi,0.9379437374442939,0.945812026466401,0.8371434771017603,0.9370486138875271,0.9144869637249957
swa,0.9467878994550966,0.9342753104636248,0.831672722434988,0.9174441647517287,0.9075450242763595
ibo,0.8311424721999624,0.9445683314278976,0.9271883323679488,0.9205519580220008,0.9058627735044524
nya,0.8783133313623576,0.9556704238012126,0.8520245488270075,0.9368507493832666,0.9057147633434611
hau,0.8060752371529025,0.9448841137071616,0.9005282387710563,0.9460396382957075,0.899381806981707
zul,0.8719566210646151,0.8846129463637389,0.9128162864673787,0.9009214046081835,0.8925768146259789
sna,0.8121691473173305,0.9526327011761365,0.929807841831226,0.8745682204725517,0.8922944776993111
tsn,0.8070455883513572,0.9324741061093267,0.899790813406469,0.9205890061255627,0.8899748784981789
wol,0.7860318464548142,0.9354677710610383,0.8594307312015348,0.917751991920155,0.8746705851593854
ewe,0.9195187531089312,0.942915574111933,0.7163816951042254,0.9026590839669427,0.870368776573008
bam,0.8746913137009729,0.9351591787156491,0.8511147744594811,0.8077052163260529,0.8671676208005391
fon,0.7868232066509361,0.9357996061942668,0.8166704428468085,0.922933912884298,0.8655567921440773
mos,0.7998995064329446,0.9177938854304173,0.8235810827361011,0.9043091385272544,0.8613959032816794
xho,0.7460593847539481,0.8612741674591937,0.9263501207780246,0.8714087525247681,0.8512731063789836
pcm,0.889678477311762,0.9548222524441855,0.5968302264953732,0.8922179025395147,0.8333872146977088
yor,0.6895477562123693,0.8582526029915101,0.7936859008278097,0.9110014897616993,0.8131219374483472
bbj,0.6700929237956149,0.9407489418391375,0.7234105411586729,0.8851752263681296,0.8048569082903887
