,PER,LOC,ORG,DATE,SWD_mean
bam,0.006189445828567841,0.007952746876071615,0.0076429485216067405,,0.0072617137420820654
bbj,0.006137801329259673,0.009868252668638888,0.006144145238522469,,0.007383399745473677
ewe,0.00576032540993765,0.007477036533600767,0.005177669760541903,,0.0061383439013601064
fon,0.006245229390515306,0.00820661545958501,0.005813908790969435,,0.006755251213689917
hau,0.006056244670617161,0.007816254067165573,0.006508156827294442,,0.006793551855025726
ibo,0.005643639138270373,0.009231379946868401,0.004930853427595139,,0.006601957504244638
kin,0.0065398269307479495,0.006986944382333604,0.004494646307648509,,0.006007139206910021
lug,0.007533554408837517,0.005077404614894476,0.006252196131754317,,0.006287718385162104
luo,0.006582937882285478,0.005734166378260852,0.005495450374382926,,0.005937518211643085
mos,0.00632113757683328,0.00875039507764086,0.005671444922882074,,0.006914325859118738
nya,0.00476352144505654,0.008271666608379746,0.005395680588662799,,0.006143622880699695
pcm,0.005194884407956124,0.00554352820472559,0.006370434058680985,,0.005702948890454233
sna,0.0062147807520887,0.008934547311582719,0.006679557539882808,,0.007276295201184742
swa,0.005562749275213719,0.005633092616790236,0.0068531518759300525,,0.0060163312559780024
tsn,0.005523913428987726,0.006785534183109121,0.006170377404032479,,0.006159941672043108
twi,0.005183848146771197,0.00511287282097328,0.004265412103450217,,0.004854044357064898
wol,0.0053602434504682606,0.010210006304077979,0.006306174694600486,,0.007292141483048908
xho,0.0071847422022983665,0.008756468622777902,0.006503321241780213,,0.00748151068895216
yor,0.007020758203452715,0.009421373048098758,0.007260052851961518,,0.007900728034504331
zul,0.006012236846800079,0.007782627603774017,0.0058794449819288275,,0.006558103144167641
