,PER,LOC,ORG,DATE,Mean
nya,0.882517056932456,0.9663680654492387,0.9638798488615422,0.9700339775270201,0.9456997371925643
kin,0.8631621425811643,0.9723747664703026,0.966521001383086,0.9798612672093652,0.9454797944109796
lug,0.8731681655995863,0.9669099854775624,0.9606127160980755,0.9767723316522428,0.9443657997068668
luo,0.8674041650287355,0.9705362422668342,0.9644580607156524,0.972694609925217,0.9437732694841099
twi,0.8719888594359541,0.9634329166191646,0.9743019324405122,0.9635600359590539,0.9433209361136712
sna,0.8725152357521807,0.9491848204905338,0.9639916605034421,0.9816000371475418,0.9418229384734246
zul,0.866996044017065,0.953649131471735,0.9664052070318571,0.9749547537248254,0.9405012840613707
hau,0.8688905719359412,0.9489262673056297,0.9690609667593529,0.9730888980507372,0.9399916760129152
ibo,0.8649341000246135,0.9609664591613974,0.9506614917752116,0.9783901460280044,0.9387380492473067
xho,0.8519810487237516,0.9380475836757912,0.9568335568756826,0.9822868988634692,0.9322872720346737
wol,0.8790565430225747,0.9369421626890511,0.9555045281782758,0.9552413589716655,0.9316861482153918
tsn,0.8644047398708963,0.9255138896278537,0.9492711657431726,0.9763299128079556,0.9288799270124696
mos,0.8571324576005316,0.9507355174659433,0.9576024573999959,0.9461550939527691,0.9279063816048101
swa,0.8674637538176866,0.9503062169926304,0.9456782573634006,0.9465846793220264,0.927508226873936
bam,0.8652241137334463,0.9605179352580666,0.9152849679067967,0.9658184062031914,0.9267113557753752
yor,0.847904786814226,0.9167376509936692,0.9498284031210293,0.9377930457340771,0.9130659716657503
ewe,0.8566669611315153,0.9226687752972834,0.9446528821126762,0.9252502354301007,0.9123097134928939
fon,0.853448930459252,0.9419165276813394,0.9573264360622473,0.8949729694614116,0.9119162159160625
pcm,0.8723058208603323,0.9449632102776637,0.9372830735893243,0.8913136172113555,0.911466430484669
bbj,0.863662290970359,0.8890504594631539,0.9366867049757396,0.9152667744022305,0.9011665574528707
