,ORG,DATE,PER,LOC,Mean
lug,0.99533045,0.98645544,0.9756334,0.99613106,0.9883876
kin,0.9903673,0.9876368,0.97102493,0.9951353,0.98604107
nya,0.99112475,0.98652947,0.9725672,0.99291885,0.9857851
sna,0.9888623,0.98881304,0.9710958,0.9913948,0.98504144
tsn,0.98728585,0.9839428,0.9679408,0.9852184,0.981097
xho,0.9894246,0.99045753,0.9541796,0.98967063,0.98093307
zul,0.9837558,0.98167765,0.97119015,0.98704064,0.980916
luo,0.9806979,0.97927076,0.96701646,0.98894763,0.97898316
wol,0.9812914,0.973645,0.96623665,0.98228776,0.97586524
hau,0.97866464,0.9821843,0.96469593,0.9761743,0.9754298
ibo,0.9731965,0.9661728,0.96173155,0.98357725,0.97116953
swa,0.97345597,0.9709303,0.9618503,0.97439146,0.970157
bam,0.96276206,0.977762,0.9557841,0.9667505,0.96576464
twi,0.9781177,0.95928794,0.95183516,0.9731618,0.9656006
ewe,0.97023314,0.96734643,0.945969,0.9678545,0.9628508
mos,0.97171617,0.96188533,0.95748246,0.9526404,0.96093106
yor,0.9540763,0.9487591,0.9423527,0.9500909,0.94881976
pcm,0.95434237,0.9315307,0.94177085,0.9483092,0.94398826
fon,0.9416673,0.8901828,0.9378346,0.9371761,0.92671525
bbj,0.9219311,0.9201759,0.9240599,0.88272357,0.9122226
