,LOC,ORG,PER,DATE,Mean
lug,0.6986391,0.6847561,0.78234506,0.59897196,0.6911781
twi,0.571405,0.7291154,0.7013626,0.61377615,0.6539148
luo,0.5750033,0.71847296,0.68662524,0.6294513,0.6523882
ibo,0.5398362,0.6773648,0.7104376,0.6374983,0.6412842
sna,0.49681064,0.69798076,0.6939615,0.65317553,0.63548213
swa,0.5965058,0.6914178,0.6518129,0.6007715,0.635127
kin,0.55711275,0.68438137,0.6634876,0.6270921,0.6330185
nya,0.5141582,0.7262874,0.6780386,0.59026283,0.6271868
tsn,0.51781553,0.6835296,0.67023015,0.6308676,0.6256107
ewe,0.5549813,0.664166,0.7209239,0.55518705,0.6238145
pcm,0.57447547,0.6744782,0.7529366,0.4792633,0.6202884
hau,0.47033182,0.60759073,0.705087,0.6529816,0.60899776
zul,0.48313558,0.6319828,0.6824257,0.63290024,0.60761106
xho,0.44745085,0.5906649,0.6787145,0.7023885,0.6048047
fon,0.49602896,0.64081943,0.6955281,0.5861797,0.60463905
bam,0.51017535,0.5848629,0.70414674,0.60753924,0.60168105
wol,0.4557891,0.60759354,0.70115554,0.616529,0.5952668
mos,0.48454303,0.61478055,0.7043398,0.5662818,0.59248626
bbj,0.4525892,0.58349866,0.68450534,0.5481645,0.56718946
yor,0.45092094,0.57985675,0.56310904,0.5787062,0.5431482
