,PER,LOC,ORG,DATE,SWD_mean
bam,0.011534168603247963,0.010477961495780619,0.01162977004696586,,0.01121396671533148
bbj,0.006253006193674082,0.010527440078476502,0.007610681400365138,,0.008130375890838573
ewe,0.006252819509427354,0.010399251103081042,0.00715991935794591,,0.007937329990151435
fon,0.006807178238886991,0.00864404923049733,0.0069536626751869335,,0.007468296714857085
hau,0.0063037018771865405,0.01078866033367376,0.00852186733709459,,0.008538076515984963
ibo,,0.01198648035278893,0.007868301478083595,,0.009927390915436263
kin,0.00628321143813082,0.009204355009387655,0.008541437105122895,,0.008009667850880456
lug,0.007002058870966721,,0.009395691414738394,,0.008198875142852557
luo,0.007215147616079776,,0.008796114000688249,,0.008005630808384012
mos,0.006036079037585296,0.009677843731878966,0.007186176210780104,,0.0076333663267481216
nya,0.005387630571931368,0.008179888620361453,0.007282013415533584,,0.006949844202608801
pcm,0.006288428470725194,0.008918297965465172,0.010337665828046738,,0.008514797421412368
sna,0.007093797938068747,0.008893246816569444,0.007783152029332996,,0.007923398927990396
swa,0.006125456844529253,0.007382144813618652,0.010208515823251219,,0.007905372493799709
tsn,,0.008438337862571643,0.008260164468993025,,0.008349251165782334
twi,0.005643413498091832,0.008690564187418204,0.005974432817311026,,0.006769470167607021
wol,0.005473545287713932,0.01018824121729267,0.007251022277614538,,0.007637602927540381
xho,0.008077842679085734,0.01007749461223284,0.007626336975590675,,0.008593891422303082
yor,,0.01320450734510814,0.008325507510562602,,0.010765007427835371
zul,0.006696991191347479,0.008875603443811997,0.00739768383482442,,0.007656759489994632
