layer,model,rank_type,language,pearson
2,xlmr,top5,luo,0.958124944415012
2,xlmr,top5,twi,0.9567128479625945
2,xlmr,top5,ewe,0.9564504309715481
2,xlmr,top5,tsn,0.9557655835956383
2,xlmr,top5,sna,0.9544916172201572
2,xlmr,worst5,bam,0.9413682804821408
2,xlmr,worst5,hau,0.9420364425587778
2,xlmr,worst5,fon,0.9447765881128076
2,xlmr,worst5,bbj,0.9448860956348049
2,xlmr,worst5,mos,0.9455646040571168
3,xlmr,top5,luo,0.9686528614235133
3,xlmr,top5,ewe,0.9683274447619682
3,xlmr,top5,twi,0.9680472892767158
3,xlmr,top5,tsn,0.967494820905684
3,xlmr,top5,kin,0.9663979286926505
3,xlmr,worst5,hau,0.9567959313073238
3,xlmr,worst5,bam,0.9576896331796005
3,xlmr,worst5,bbj,0.9593714182227769
3,xlmr,worst5,pcm,0.9595928481495142
3,xlmr,worst5,fon,0.959740999428051
10,xlmr,top5,twi,0.9756804440582217
10,xlmr,top5,luo,0.9731365245976911
10,xlmr,top5,ewe,0.9728421518843646
10,xlmr,top5,ibo,0.9724835817100034
10,xlmr,top5,tsn,0.9716576139069512
10,xlmr,worst5,bam,0.961751356844999
10,xlmr,worst5,bbj,0.9632726872219348
10,xlmr,worst5,pcm,0.9646936583932503
10,xlmr,worst5,hau,0.9653559419869858
10,xlmr,worst5,zul,0.9662466573413662
12,xlmr,top5,twi,0.9975925942562319
12,xlmr,top5,luo,0.9974934466291664
12,xlmr,top5,sna,0.9973693885519707
12,xlmr,top5,xho,0.9973568489186325
12,xlmr,top5,ibo,0.997306967922105
12,xlmr,worst5,bam,0.9967936109432542
12,xlmr,worst5,nya,0.9968340019220023
12,xlmr,worst5,bbj,0.9968787720559306
12,xlmr,worst5,pcm,0.9969313045648363
12,xlmr,worst5,lug,0.9969668170063954
