,DATE,PER,LOC,ORG,Mean
twi,0.9815134933198012,0.9893575614654384,0.984050521719054,0.9921409060733397,0.9867656206444084
lug,0.9869981018216565,0.9929426190634917,0.98669634694872,0.9778161504293812,0.9861133045658123
kin,0.9875907316689804,0.9815521801067981,0.9831989290611726,0.9894799931945184,0.9854554585078674
nya,0.9749119197105526,0.9924631157409359,0.9820765135774896,0.9904698860851073,0.9849803587785213
sna,0.9848677334452144,0.9883937090165608,0.9734400840518942,0.9885024369141868,0.983800990856964
luo,0.9798750795075052,0.981071994757252,0.985791838006631,0.9872062186575888,0.9834862827322443
zul,0.981324841335079,0.9836699249818397,0.9771334854965137,0.9889160282910354,0.982761070026117
wol,0.9814668371981061,0.9899382513852332,0.9653070420654843,0.9854857126650356,0.9805494608284647
mos,0.9814082675513746,0.9888678557271925,0.9659055428852135,0.9855744188227092,0.9804390212466224
tsn,0.9820170925166903,0.9845405805689604,0.9704619720495469,0.9839800232146693,0.9802499170874667
ewe,0.9727086738535157,0.9880790813669479,0.9711189924494952,0.9880636593731053,0.979992601760766
xho,0.98551325306368,0.9798239045589212,0.9688959117116515,0.9846491564937834,0.979720556457009
ibo,0.9800275823749358,0.9870400481787408,0.9643248426301521,0.9854430929970884,0.9792088915452293
swa,0.9565866943670452,0.9870442653322729,0.9849600782456043,0.9815034989266481,0.9775236342178926
hau,0.9549901744515817,0.990249348028704,0.9737720151345859,0.9860843869047023,0.9762739811298935
bam,0.9708866288842366,0.988417162526705,0.9692059423619044,0.9745896484356107,0.9757748455521142
yor,0.9671460036125595,0.9823768129380072,0.9554095857121521,0.9857967660538846,0.9726822920791508
fon,0.9483712795016076,0.9883501139833973,0.9575189050448911,0.985474404229688,0.9699286756898959
bbj,0.9603940923177682,0.986909459606031,0.9457119091532943,0.9787802205851543,0.967948920415562
pcm,0.929594032075157,0.991533154123568,0.9770697516937522,0.9676720252539202,0.9664672407865994
