,ORG,DATE,PER,LOC,Mean
sna,,,0.9999975562095642,0.9999958872795105,0.9999967217445374
yor,0.999995768070221,,,0.9999954104423523,0.9999955892562866
mos,0.999995768070221,,0.9999949932098389,,0.9999953806400299
ibo,0.9999968409538269,,,0.9999932646751404,0.9999950528144836
luo,0.9999932646751404,,0.9999967813491821,,0.9999950230121613
xho,,,0.9999976754188538,0.9999923706054688,0.9999950230121613
twi,0.9999967217445374,,0.9999931454658508,0.9999939203262329,0.9999945958455404
wol,0.9999973773956299,,,0.9999912977218628,0.9999943375587463
lug,0.9999891519546509,,0.9999990463256836,,0.9999940991401672
pcm,,,0.9999973773956299,0.9999905824661255,0.9999939799308777
nya,0.9999932646751404,,,0.9999932050704956,0.999993234872818
ewe,0.9999963045120239,,0.9999899864196777,,0.9999931454658508
fon,0.9999956488609314,,0.9999897480010986,0.9999935030937195,0.9999929666519165
zul,,,,0.9999920725822449,0.9999920725822449
swa,,,0.9999966025352478,0.9999850988388062,0.999990850687027
bbj,0.9999959468841553,,,0.9999834299087524,0.9999896883964539
tsn,0.9999926090240479,,,0.999979555606842,0.999986082315445
hau,0.999972403049469,,0.9999890327453613,,0.9999807178974152
kin,0.9999940395355225,,,0.9999619722366333,0.9999780058860779
bam,0.9999586343765259,,,0.9999967217445374,0.9999776780605316
