,ORG,DATE,PER,LOC,Mean
ibo,0.9997017979621887,,,0.9992983341217041,0.9995000660419464
pcm,,,0.9994685649871826,0.9994432926177979,0.9994559288024902
hau,0.9990217685699463,,0.9995927214622498,,0.999307245016098
sna,,,0.9992320537567139,0.998859703540802,0.9990458786487579
mos,0.999173641204834,,0.9985544681549072,,0.9988640546798706
swa,,,0.9988576173782349,,0.9988576173782349
lug,0.9985294938087463,,0.9989320039749146,,0.9987307488918304
luo,0.9978842735290527,,0.9993886351585388,,0.9986364543437958
twi,,,0.9982101321220398,,0.9982101321220398
wol,0.9979663491249084,,,,0.9979663491249084
tsn,0.9992971420288086,,,0.9966346025466919,0.9979658722877502
yor,0.9995571970939636,,,0.996359646320343,0.9979584217071533
bbj,0.9977235198020935,,,,0.9977235198020935
nya,0.9973448514938354,,,,0.9973448514938354
ewe,0.9976021647453308,,0.995887815952301,,0.9967449903488159
kin,0.996311366558075,,,,0.996311366558075
bam,0.9932004809379578,,,,0.9932004809379578
xho,,,0.9920707941055298,0.9929701089859009,0.9925204515457153
zul,,,,0.9819141626358032,0.9819141626358032
fon,,,0.9783291816711426,,0.9783291816711426
