,LOC,ORG,PER,DATE
bam,0.9752393960952759,0.9589651823043823,0.9565117955207825,
bbj,0.9376330375671387,0.9726537466049194,0.9658188223838806,
ewe,0.9618862867355347,0.9766215682029724,0.9543733596801758,
fon,0.9618234634399414,0.9833982586860657,0.9472847580909729,
hau,0.9590376019477844,0.9762864708900452,0.9590674638748169,
ibo,0.9720639586448669,0.9735478758811951,0.9591144919395447,
kin,0.9763073325157166,0.9794521331787109,0.9664766788482666,
lug,0.962340235710144,0.977452278137207,0.9414646625518799,
luo,0.9792819023132324,0.9701727032661438,0.9657595157623291,
mos,0.9627087116241455,0.982896089553833,0.9421256184577942,
nya,0.9575750231742859,0.971056342124939,0.9550131559371948,
pcm,0.9793913960456848,0.9478626251220703,0.956834614276886,
sna,0.9710096120834351,0.9650611877441406,0.9615914225578308,
swa,0.9739218950271606,0.9635013341903687,0.9499787092208862,
tsn,0.9709831476211548,0.9729515314102173,0.9592497944831848,
twi,0.9667330980300903,0.9829922318458557,0.9635514616966248,
wol,0.9534286260604858,0.9724991321563721,0.9679791927337646,
xho,0.9533705711364746,0.9741159081459045,0.9550509452819824,
yor,0.9159857630729675,0.972871720790863,0.9446374773979187,
zul,0.9670088291168213,0.9772175550460815,0.9660964012145996,
