,LOC,ORG,PER,DATE
bam,0.9704204201698303,0.9347798824310303,0.9358029365539551,0.9263614416122437
bbj,0.9327800869941711,0.9582889080047607,0.9594974517822266,0.9217589497566223
ewe,0.9608913660049438,0.9670062065124512,0.9489317536354065,0.9037879109382629
fon,0.9435039758682251,0.9697709083557129,0.9445058107376099,0.9126160144805908
hau,0.9558820724487305,0.9553638100624084,0.9555315375328064,0.9468466639518738
ibo,0.961323082447052,0.9727364778518677,0.9532932043075562,0.952347993850708
kin,0.9760998487472534,0.9734938144683838,0.948689877986908,0.9417346715927124
lug,0.956681489944458,0.9746832847595215,0.936062753200531,0.8905301094055176
luo,0.9709335565567017,0.977017879486084,0.9574683308601379,0.9510828852653503
mos,0.9543615579605103,0.9711809754371643,0.9441477656364441,0.8918448090553284
nya,0.9414510130882263,0.9674074649810791,0.9435042142868042,0.9291769862174988
pcm,0.9641981720924377,0.9544637203216553,0.94805908203125,0.845689058303833
sna,0.9698879718780518,0.9572927355766296,0.950518012046814,0.9329749941825867
swa,0.9653578400611877,0.9680308103561401,0.9507761597633362,0.915656566619873
tsn,0.9699950814247131,0.9672675132751465,0.9576034545898438,0.9316402673721313
twi,0.968140721321106,0.9832266569137573,0.957823634147644,0.9267593026161194
wol,0.9520745277404785,0.9554558992385864,0.9605238437652588,0.9101771116256714
xho,0.9525793790817261,0.9646880030632019,0.9404486417770386,0.9236812591552734
yor,0.935439944267273,0.9602576494216919,0.9350544214248657,0.9246698617935181
zul,0.9678982496261597,0.9736510515213013,0.9481508135795593,0.9318060278892517
